COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE	SERIAL DATE	
tern	79	12	6/26/12	178	2
tern	79.1	11.9	6/26/12	178	2
tern	61.2	-149.9	6/26/12	178	2
tern	61.2	-149.9	6/26/12	178	2
tern	61.4	-149.6	6/26/12	178	2
tern	61.5	-149.3	6/26/12	178	2
tern	61.5	-149.3	6/26/12	178	2
tern	61.4	-149.6	6/26/12	178	2
tern	61.5	-149.3	6/26/12	178	2
tern	61.4	-149.6	6/26/12	178	2
tern	61.4	-149.6	6/26/12	178	2
tern	61.5	-149.3	6/26/12	178	2
tern	61.2	-149.9	6/26/12	178	2
tern	58.3	-134.4	6/26/12	178	2
tern	58.4	-134.5	6/26/12	178	2
tern	60	-151.7	6/26/12	178	2
tern	59.9	-149.7	6/26/12	178	2
tern	60.1	-152.9	6/26/12	178	2
tern	64.5	-164.7	6/26/12	178	2
tern	64.6	-165.5	6/26/12	178	2
tern	70.4	-155.4	6/26/12	178	2
tern	70.1	-145.8	6/26/12	178	2
tern	70.1	-145.8	6/26/12	178	2
tern	63.1	-146	6/26/12	178	2
tern	63.1	-146	6/26/12	178	2
tern	56.7	-132.2	6/26/12	178	2
tern	43.9	-69.4	6/26/12	178	2
tern	43.9	-69.4	6/26/12	178	2
tern	43.9	-69.4	6/26/12	178	2
tern	43.9	-69.4	6/26/12	178	2
tern	43.9	-69.4	6/26/12	178	2
tern	43.9	-69.4	6/26/12	178	2
tern	43.9	-69.4	6/26/12	178	2
tern	43.9	-69.4	6/26/12	178	2
tern	43.6	-69.7	6/26/12	178	2
tern	58.8	-94.2	6/27/12	179	2
tern	58.7	-93.8	6/27/12	179	2
tern	58.7	-93.8	6/27/12	179	2
tern	58.7	-93.8	6/27/12	179	2
tern	55	-71.4	6/27/12	179	2
tern	66	-17.4	6/27/12	179	2
tern	66.2	-15.3	6/27/12	179	2
tern	66.2	-15.2	6/27/12	179	2
tern	66.3	-15	6/27/12	179	2
tern	66.3	-15.2	6/27/12	179	2
tern	66.3	-15.1	6/27/12	179	2
tern	65.8	-14.8	6/27/12	179	2
tern	63.5	-20.1	6/27/12	179	2
tern	63.5	-20.2	6/27/12	179	2
tern	79.7	13.4	6/27/12	179	2
tern	51.9	-176.6	6/27/12	179	2
tern	64.8	-147.8	6/27/12	179	2
tern	59.3	-135.7	6/27/12	179	2
tern	58.3	-134.6	6/27/12	179	2
tern	58.4	-134.6	6/27/12	179	2
tern	58.4	-134.5	6/27/12	179	2
tern	60.5	-151.2	6/27/12	179	2
tern	60.5	-151.2	6/27/12	179	2
tern	64.6	-165.5	6/27/12	179	2
tern	64.5	-165.4	6/27/12	179	2
tern	70.4	-155.4	6/27/12	179	2
tern	70.1	-145.8	6/27/12	179	2
tern	70.1	-145.8	6/27/12	179	2
tern	59.4	-135.3	6/27/12	179	2
tern	59.4	-139.6	6/27/12	179	2
tern	63.1	-146.5	6/27/12	179	2
tern	63.1	-146	6/27/12	179	2
tern	63.1	-146	6/27/12	179	2
tern	63.1	-146.5	6/27/12	179	2
tern	43.9	-69.5	6/27/12	179	2
tern	58.8	-93.9	6/28/12	180	2
tern	44.7	-63.6	6/28/12	180	2
tern	61.3	-138.8	6/28/12	180	2
tern	64.1	-21.8	6/28/12	180	2
tern	66.1	-17.3	6/28/12	180	2
tern	66	-17.4	6/28/12	180	2
tern	79.9	16.8	6/28/12	180	2
tern	80.1	18.2	6/28/12	180	2
tern	61.2	-149.9	6/28/12	180	2
tern	61.2	-149.9	6/28/12	180	2
tern	61.2	-149.9	6/28/12	180	2
tern	61.2	-149.9	6/28/12	180	2
tern	61.2	-149.9	6/28/12	180	2
tern	61.2	-149.9	6/28/12	180	2
tern	61.2	-149.9	6/28/12	180	2
tern	58.5	-134.8	6/28/12	180	2
tern	64.6	-165.5	6/28/12	180	2
tern	70.6	-154.7	6/28/12	180	2
tern	71.3	-156.8	6/28/12	180	2
tern	70.1	-145.8	6/28/12	180	2
tern	70.1	-145.8	6/28/12	180	2
tern	58.7	-136.2	6/28/12	180	2
tern	59.4	-139.6	6/28/12	180	2
tern	59.4	-139.6	6/28/12	180	2
tern	44.3	-68.1	6/28/12	180	2
tern	58.7	-94.1	6/29/12	181	2
tern	58.8	-94	6/29/12	181	2
tern	58.7	-94.1	6/29/12	181	2
tern	58.8	-94	6/29/12	181	2
tern	58.7	-94.1	6/29/12	181	2
tern	58.7	-93.8	6/29/12	181	2
tern	58.7	-94.2	6/29/12	181	2
tern	58.5	-94.4	6/29/12	181	2
tern	58.6	-94.2	6/29/12	181	2
tern	58.6	-94.2	6/29/12	181	2
tern	53.9	-58.9	6/29/12	181	2
tern	67.1	-100.2	6/29/12	181	2
tern	57.2	-5.9	6/29/12	181	2
tern	64.1	-21.9	6/29/12	181	2
tern	66.1	-17.3	6/29/12	181	2
tern	66	-17.3	6/29/12	181	2
tern	66	-17.4	6/29/12	181	2
tern	53.1	4.9	6/29/12	181	2
tern	61.2	-149.9	6/29/12	181	2
tern	61.1	-149.8	6/29/12	181	2
tern	61.1	-149.8	6/29/12	181	2
tern	61.1	-149.8	6/29/12	181	2
tern	61.1	-149.8	6/29/12	181	2
tern	61.1	-149.8	6/29/12	181	2
tern	61.1	-149.8	6/29/12	181	2
tern	61.2	-149.9	6/29/12	181	2
tern	60.5	-149.6	6/29/12	181	2
tern	59.9	-149.7	6/29/12	181	2
tern	60.5	-149.6	6/29/12	181	2
tern	64.6	-165.5	6/29/12	181	2
tern	70.1	-145.8	6/29/12	181	2
tern	70.1	-145.8	6/29/12	181	2
tern	59.4	-139.6	6/29/12	181	2
tern	59.5	-139.7	6/29/12	181	2
tern	59.5	-139.7	6/29/12	181	2
tern	42	-70.2	6/29/12	181	2
tern	44.2	-68	6/29/12	181	2
tern	43.9	-69.4	6/29/12	181	2
tern	43.9	-69.4	6/29/12	181	2
tern	43.9	-69.4	6/29/12	181	2
tern	58.7	-93.8	6/30/12	182	2
tern	59.1	-94.9	6/30/12	182	2
tern	58.6	-94.4	6/30/12	182	2
tern	55.9	-92.4	6/30/12	182	2
tern	56.1	-92.5	6/30/12	182	2
tern	56.8	-92.3	6/30/12	182	2
tern	56	-92.5	6/30/12	182	2
tern	56	-3.4	6/30/12	182	2
tern	56	-3.4	6/30/12	182	2
tern	64.1	-21.9	6/30/12	182	2
tern	64.1	-22.7	6/30/12	182	2
tern	64	-22.6	6/30/12	182	2
tern	64.1	-22.7	6/30/12	182	2
tern	64.5	-21.5	6/30/12	182	2
tern	64.5	-21.8	6/30/12	182	2
tern	64.7	-23.7	6/30/12	182	2
tern	66	-17.4	6/30/12	182	2
tern	65.9	-17.3	6/30/12	182	2
tern	64.3	-21.1	6/30/12	182	2
tern	64.1	-21	6/30/12	182	2
tern	79.4	20.7	6/30/12	182	2
tern	79.6	20.8	6/30/12	182	2
tern	57.2	-170.3	6/30/12	182	2
tern	61.1	-149.8	6/30/12	182	2
tern	61.1	-149.8	6/30/12	182	2
tern	61.1	-149.8	6/30/12	182	2
tern	61.1	-149.8	6/30/12	182	2
tern	58.7	-157.2	6/30/12	182	2
tern	60.5	-151.2	6/30/12	182	2
tern	60.1	-149.4	6/30/12	182	2
tern	60.1	-149.4	6/30/12	182	2
tern	60.1	-149.4	6/30/12	182	2
tern	60.1	-149.4	6/30/12	182	2
tern	64.6	-165.5	6/30/12	182	2
tern	70.3	-148.7	6/30/12	182	2
tern	70.1	-145.8	6/30/12	182	2
tern	70.1	-145.8	6/30/12	182	2
tern	61.1	-165.6	6/30/12	182	2
tern	43.9	-69.4	6/30/12	182	2
tern	44.4	-67.9	6/30/12	182	2
tern	44.5	-67.1	6/30/12	182	2
tern	46.9	-124.5	6/30/12	182	2
tern	46.9	-124.5	6/30/12	182	2
tern	46.9	-124.5	6/30/12	182	2
tern	46.9	-124.5	6/30/12	182	2
tern	46.9	-124.5	6/30/12	182	2
tern	46.9	-124.5	6/30/12	182	2
tern	46.9	-124.5	6/30/12	182	2
tern	59.8	-99.7	7/1/12	184	2
tern	59.8	-99.7	7/1/12	184	2
tern	59.2	-94.8	7/1/12	184	2
tern	59.2	-94.8	7/1/12	184	2
tern	59.2	-94.8	7/1/12	184	2
tern	59.2	-94.8	7/1/12	184	2
tern	59.2	-94.8	7/1/12	184	2
tern	59.2	-94.9	7/1/12	184	2
tern	59.2	-94.8	7/1/12	184	2
tern	59.2	-94.8	7/1/12	184	2
tern	59.1	-94.9	7/1/12	184	2
tern	56.1	-92.7	7/1/12	184	2
tern	62.1	-111.9	7/1/12	184	2
tern	64.8	-23.1	7/1/12	184	2
tern	64.9	-23.8	7/1/12	184	2
tern	64.8	-23.6	7/1/12	184	2
tern	64.7	-23.7	7/1/12	184	2
tern	64.6	-22.4	7/1/12	184	2
tern	64.9	-23.7	7/1/12	184	2
tern	64.8	-23.2	7/1/12	184	2
tern	64.9	-23.1	7/1/12	184	2
tern	64.9	-23.8	7/1/12	184	2
tern	66	-17.4	7/1/12	184	2
tern	65.9	-17.3	7/1/12	184	2
tern	63.5	-20.1	7/1/12	184	2
tern	63.5	-20.2	7/1/12	184	2
tern	60.1	-149.4	7/1/12	184	2
tern	60.1	-149.4	7/1/12	184	2
tern	64.5	-164.8	7/1/12	184	2
tern	64.6	-165.5	7/1/12	184	2
tern	70.2	-148.4	7/1/12	184	2
tern	70.2	-148.1	7/1/12	184	2
tern	70.3	-148	7/1/12	184	2
tern	70.2	-148.4	7/1/12	184	2
tern	70.1	-145.8	7/1/12	184	2
tern	70.1	-145.8	7/1/12	184	2
tern	37.7	-122.1	7/1/12	184	2
tern	43.5	-70.3	7/1/12	184	2
tern	43.9	-69.4	7/1/12	184	2
tern	43.8	-69.5	7/1/12	184	2
tern	43.7	-69.8	7/1/12	184	2
tern	43.5	-70.3	7/1/12	184	2
tern	43.5	-70.3	7/1/12	184	2
tern	58.7	-93.8	7/2/12	185	2
tern	59.8	-99.9	7/2/12	185	2
tern	58.7	-93.8	7/2/12	185	2
tern	59.8	-99.9	7/2/12	185	2
tern	59.1	-94.9	7/2/12	185	2
tern	56.1	-92.8	7/2/12	185	2
tern	46.9	-52.9	7/2/12	185	2
tern	52.9	-66.9	7/2/12	185	2
tern	52.9	-66.9	7/2/12	185	2
tern	57.3	-2	7/2/12	185	2
tern	57.3	-2	7/2/12	185	2
tern	65.5	-24.5	7/2/12	185	2
tern	65.4	-22.9	7/2/12	185	2
tern	66	-19.4	7/2/12	185	2
tern	66.1	-18.9	7/2/12	185	2
tern	66	-17.4	7/2/12	185	2
tern	79.9	11.6	7/2/12	185	2
tern	61.2	-149.9	7/2/12	185	2
tern	63.5	-148.7	7/2/12	185	2
tern	58.3	-134.4	7/2/12	185	2
tern	64.6	-165.5	7/2/12	185	2
tern	70.1	-145.8	7/2/12	185	2
tern	61.1	-165.6	7/2/12	185	2
tern	56.8	-133	7/2/12	185	2
tern	44.5	-67.1	7/2/12	185	2
tern	58.7	-93.8	7/3/12	186	2
tern	59.9	-99.7	7/3/12	186	2
tern	58.7	-93.8	7/3/12	186	2
tern	59.9	-99.7	7/3/12	186	2
tern	59.1	-94.9	7/3/12	186	2
tern	44.4	-64.3	7/3/12	186	2
tern	69.2	-132.9	7/3/12	186	2
tern	55.6	-1.7	7/3/12	186	2
tern	64	-22.5	7/3/12	186	2
tern	65.7	-22.1	7/3/12	186	2
tern	66	-17.4	7/3/12	186	2
tern	66	-17.3	7/3/12	186	2
tern	66	-17.3	7/3/12	186	2
tern	61.1	-150	7/3/12	186	2
tern	61.1	-149.8	7/3/12	186	2
tern	61.1	-149.8	7/3/12	186	2
tern	61.1	-149.8	7/3/12	186	2
tern	61.1	-149.8	7/3/12	186	2
tern	58.3	-134.6	7/3/12	186	2
tern	64.6	-165.5	7/3/12	186	2
tern	64.5	-165.4	7/3/12	186	2
tern	70.1	-145.8	7/3/12	186	2
tern	58.7	-136.7	7/3/12	186	2
tern	44.3	-68	7/3/12	186	2
tern	43.9	-69.4	7/3/12	186	2
tern	58.7	-93.9	7/4/12	187	2
tern	58.7	-93.9	7/4/12	187	2
tern	59.1	-94.9	7/4/12	187	2
tern	56.3	-92.8	7/4/12	187	2
tern	56.3	-92.8	7/4/12	187	2
tern	56.3	-92.8	7/4/12	187	2
tern	59.8	-100.1	7/4/12	187	2
tern	52.8	-66.3	7/4/12	187	2
tern	52.8	-66.3	7/4/12	187	2
tern	44.4	-64.3	7/4/12	187	2
tern	46.9	-60.5	7/4/12	187	2
tern	69.1	-133.1	7/4/12	187	2
tern	69.1	-133.1	7/4/12	187	2
tern	69.1	-133.3	7/4/12	187	2
tern	69.1	-133.1	7/4/12	187	2
tern	55.5	-1.6	7/4/12	187	2
tern	64.1	-21.9	7/4/12	187	2
tern	64.1	-21.9	7/4/12	187	2
tern	64.2	-22	7/4/12	187	2
tern	64.2	-22	7/4/12	187	2
tern	65.5	-19.3	7/4/12	187	2
tern	65.7	-20.3	7/4/12	187	2
tern	65.6	-16.9	7/4/12	187	2
tern	66	-17.3	7/4/12	187	2
tern	65.9	-17.3	7/4/12	187	2
tern	66	-17.4	7/4/12	187	2
tern	78.2	15.6	7/4/12	187	2
tern	61.1	-149.8	7/4/12	187	2
tern	61.1	-149.8	7/4/12	187	2
tern	63.4	-150.8	7/4/12	187	2
tern	60.5	-151.2	7/4/12	187	2
tern	59.8	-150	7/4/12	187	2
tern	64.6	-165.5	7/4/12	187	2
tern	64.5	-165.4	7/4/12	187	2
tern	70.1	-145.8	7/4/12	187	2
tern	70.3	-148.7	7/4/12	187	2
tern	58.7	-93.8	7/5/12	188	2
tern	59.1	-94.9	7/5/12	188	2
tern	69	-133.4	7/5/12	188	2
tern	64.1	-21.9	7/5/12	188	2
tern	65.6	-17	7/5/12	188	2
tern	65.6	-17	7/5/12	188	2
tern	65.9	-17.3	7/5/12	188	2
tern	66	-17.4	7/5/12	188	2
tern	63.5	-20.1	7/5/12	188	2
tern	63.5	-20.2	7/5/12	188	2
tern	78.9	11.9	7/5/12	188	2
tern	79	12	7/5/12	188	2
tern	79.1	11.9	7/5/12	188	2
tern	57.2	-170.3	7/5/12	188	2
tern	61.2	-149.5	7/5/12	188	2
tern	58.3	-134.6	7/5/12	188	2
tern	70.1	-145.8	7/5/12	188	2
tern	70.1	-145.8	7/5/12	188	2
tern	70.3	-148	7/5/12	188	2
tern	37.1	-118.2	7/5/12	188	2
tern	37.1	-118.2	7/5/12	188	2
tern	43.9	-69.4	7/5/12	188	2
tern	60	-100.1	7/6/12	189	2
tern	58.7	-93.8	7/6/12	189	2
tern	60	-100.1	7/6/12	189	2
tern	58.7	-93.8	7/6/12	189	2
tern	59.1	-94.9	7/6/12	189	2
tern	47.2	-52.8	7/6/12	189	2
tern	60.2	-1.2	7/6/12	189	2
tern	60.2	-1.2	7/6/12	189	2
tern	64.7	-21.7	7/6/12	189	2
tern	66	-17.4	7/6/12	189	2
tern	66	-17.3	7/6/12	189	2
tern	66.1	-17.3	7/6/12	189	2
tern	65.9	-17.3	7/6/12	189	2
tern	65.7	-17.4	7/6/12	189	2
tern	59.2	18.7	7/6/12	189	2
tern	61.2	-149.9	7/6/12	189	2
tern	61.2	-149.9	7/6/12	189	2
tern	61.2	-149.9	7/6/12	189	2
tern	61.1	-149.8	7/6/12	189	2
tern	59.9	-149.7	7/6/12	189	2
tern	60.5	-151.2	7/6/12	189	2
tern	60.5	-151.2	7/6/12	189	2
tern	60.5	-151.2	7/6/12	189	2
tern	60.5	-151.2	7/6/12	189	2
tern	64.6	-165.5	7/6/12	189	2
tern	64.5	-165.4	7/6/12	189	2
tern	70.6	-154.7	7/6/12	189	2
tern	70.1	-145.8	7/6/12	189	2
tern	37.1	-118.2	7/6/12	189	2
tern	37.1	-118.2	7/6/12	189	2
tern	41.6	-70	7/6/12	189	2
tern	41.6	-70	7/6/12	189	2
tern	41.3	-70.2	7/6/12	189	2
tern	41.3	-70.2	7/6/12	189	2
tern	41.3	-70.2	7/6/12	189	2
tern	44	-68.7	7/6/12	189	2
tern	43.9	-69.4	7/6/12	189	2
tern	59.7	-99.5	7/7/12	190	2
tern	59.7	-99.5	7/7/12	190	2
tern	58.7	-93.8	7/7/12	190	2
tern	58.8	-94.6	7/7/12	190	2
tern	58.8	-94.6	7/7/12	190	2
tern	58.7	-94.7	7/7/12	190	2
tern	58.8	-94.7	7/7/12	190	2
tern	56.5	-92.8	7/7/12	190	2
tern	44.5	-66.7	7/7/12	190	2
tern	44.5	-66.8	7/7/12	190	2
tern	44.5	-66.7	7/7/12	190	2
tern	47.1	-53.6	7/7/12	190	2
tern	61.8	-128.3	7/7/12	190	2
tern	65.7	-20.3	7/7/12	190	2
tern	66	-17.4	7/7/12	190	2
tern	66	-17.3	7/7/12	190	2
tern	64	-16.2	7/7/12	190	2
tern	64.3	-15.4	7/7/12	190	2
tern	80.7	20.9	7/7/12	190	2
tern	61.2	-149.9	7/7/12	190	2
tern	61.2	-149.9	7/7/12	190	2
tern	61.2	-149.9	7/7/12	190	2
tern	61.2	-149.9	7/7/12	190	2
tern	61.1	-149.8	7/7/12	190	2
tern	60.8	-161.8	7/7/12	190	2
tern	60	-149.4	7/7/12	190	2
tern	60.5	-151.2	7/7/12	190	2
tern	64.6	-165.5	7/7/12	190	2
tern	64.5	-165.4	7/7/12	190	2
tern	70.1	-145.8	7/7/12	190	2
tern	70.1	-145.8	7/7/12	190	2
tern	56.7	-132.2	7/7/12	190	2
tern	37.1	-118.2	7/7/12	190	2
tern	43	-70.6	7/7/12	190	2
tern	59.6	-133.7	7/8/12	191	2
tern	60	-99.8	7/8/12	191	2
tern	59.9	-100	7/8/12	191	2
tern	58.8	-94	7/8/12	191	2
tern	59.9	-100	7/8/12	191	2
tern	60	-99.8	7/8/12	191	2
tern	58.8	-94	7/8/12	191	2
tern	58.8	-94.5	7/8/12	191	2
tern	58.7	-94.7	7/8/12	191	2
tern	58.7	-94.6	7/8/12	191	2
tern	58.8	-94.5	7/8/12	191	2
tern	58.8	-94.6	7/8/12	191	2
tern	56.6	-92.7	7/8/12	191	2
tern	56.7	-92.7	7/8/12	191	2
tern	56.6	-92.7	7/8/12	191	2
tern	56.6	-92.7	7/8/12	191	2
tern	56.6	-92.6	7/8/12	191	2
tern	56.6	-92.7	7/8/12	191	2
tern	56.7	-92.7	7/8/12	191	2
tern	56.6	-92.7	7/8/12	191	2
tern	56.6	-92.7	7/8/12	191	2
tern	62.5	-114.4	7/8/12	191	2
tern	60.6	-0.9	7/8/12	191	2
tern	60.6	-0.9	7/8/12	191	2
tern	64.1	-21.8	7/8/12	191	2
tern	64.2	-22	7/8/12	191	2
tern	64.1	-22.7	7/8/12	191	2
tern	64.1	-22.7	7/8/12	191	2
tern	66	-17.4	7/8/12	191	2
tern	66	-17.3	7/8/12	191	2
tern	61.1	-149.8	7/8/12	191	2
tern	60.9	-149.4	7/8/12	191	2
tern	61.1	-149.8	7/8/12	191	2
tern	61.1	-149.8	7/8/12	191	2
tern	61.1	-149.8	7/8/12	191	2
tern	60.9	-149.4	7/8/12	191	2
tern	61.2	-149.9	7/8/12	191	2
tern	61.2	-149.9	7/8/12	191	2
tern	61.2	-149.9	7/8/12	191	2
tern	58.3	-134.6	7/8/12	191	2
tern	58.3	-134.6	7/8/12	191	2
tern	60.6	-151.3	7/8/12	191	2
tern	60.5	-149.5	7/8/12	191	2
tern	59.8	-151.9	7/8/12	191	2
tern	64.5	-165.4	7/8/12	191	2
tern	70.1	-145.8	7/8/12	191	2
tern	59.5	-135.3	7/8/12	191	2
tern	41.6	-70	7/8/12	191	2
tern	41.6	-70	7/8/12	191	2
tern	41.6	-70	7/8/12	191	2
tern	41.6	-70	7/8/12	191	2
tern	44.4	-67.9	7/8/12	191	2
tern	59.9	-97.2	7/9/12	192	2
tern	56.8	-92.7	7/9/12	192	2
tern	56.8	-92.7	7/9/12	192	2
tern	47.1	-53.6	7/9/12	192	2
tern	46.8	-53.6	7/9/12	192	2
tern	46.8	-53.6	7/9/12	192	2
tern	45.9	-62.7	7/9/12	192	2
tern	60.7	-0.9	7/9/12	192	2
tern	60.7	-0.9	7/9/12	192	2
tern	60.2	-1.2	7/9/12	192	2
tern	60.2	-1.2	7/9/12	192	2
tern	54	-6.4	7/9/12	192	2
tern	66	-17.4	7/9/12	192	2
tern	65.9	-17.3	7/9/12	192	2
tern	60	-149.4	7/9/12	192	2
tern	60	-149.4	7/9/12	192	2
tern	60	-149.4	7/9/12	192	2
tern	61	-150.3	7/9/12	192	2
tern	60.5	-149.5	7/9/12	192	2
tern	60.5	-149.5	7/9/12	192	2
tern	64.5	-165.4	7/9/12	192	2
tern	70.1	-145.8	7/9/12	192	2
tern	70.3	-148	7/9/12	192	2
tern	56.7	-132.2	7/9/12	192	2
tern	43.9	-69.4	7/9/12	192	2
tern	58.7	-93.8	7/10/12	193	2
tern	58.7	-93.8	7/10/12	193	2
tern	59.9	-97.2	7/10/12	193	2
tern	59.9	-97	7/10/12	193	2
tern	59.9	-97.1	7/10/12	193	2
tern	56.9	-92.6	7/10/12	193	2
tern	56.9	-92.6	7/10/12	193	2
tern	56.9	-92.6	7/10/12	193	2
tern	62.5	-114.4	7/10/12	193	2
tern	52.6	-0.6	7/10/12	193	2
tern	66.2	-23.5	7/10/12	193	2
tern	66	-17.4	7/10/12	193	2
tern	64.1	-21	7/10/12	193	2
tern	64.3	-21.1	7/10/12	193	2
tern	64	-21	7/10/12	193	2
tern	78.2	21.1	7/10/12	193	2
tern	61.1	-149.8	7/10/12	193	2
tern	61.1	-149.8	7/10/12	193	2
tern	61.1	-149.8	7/10/12	193	2
tern	61.1	-149.8	7/10/12	193	2
tern	58.3	-134.6	7/10/12	193	2
tern	60.6	-149.5	7/10/12	193	2
tern	60.5	-149.5	7/10/12	193	2
tern	60.7	-149.5	7/10/12	193	2
tern	59.7	-151.2	7/10/12	193	2
tern	56.7	-132.2	7/10/12	193	2
tern	43.5	-70.3	7/10/12	193	2
tern	58.8	-94	7/11/12	194	2
tern	58.8	-94	7/11/12	194	2
tern	58.7	-93.8	7/11/12	194	2
tern	59.9	-97.1	7/11/12	194	2
tern	59.8	-97.2	7/11/12	194	2
tern	59.9	-97.1	7/11/12	194	2
tern	59.8	-97	7/11/12	194	2
tern	58.8	-94.6	7/11/12	194	2
tern	49.6	-58	7/11/12	194	2
tern	44.4	-64.3	7/11/12	194	2
tern	43.5	-65.5	7/11/12	194	2
tern	43.6	-65.8	7/11/12	194	2
tern	62.5	-114.4	7/11/12	194	2
tern	62.5	-114.4	7/11/12	194	2
tern	66.1	-23.2	7/11/12	194	2
tern	66.1	-16.8	7/11/12	194	2
tern	66.1	-16.7	7/11/12	194	2
tern	66	-17.4	7/11/12	194	2
tern	76.9	15.9	7/11/12	194	2
tern	61.2	-149.9	7/11/12	194	2
tern	61.2	-149.9	7/11/12	194	2
tern	61.2	-149.9	7/11/12	194	2
tern	61.2	-149.9	7/11/12	194	2
tern	61.1	-149.8	7/11/12	194	2
tern	59.9	-149.3	7/11/12	194	2
tern	60.1	-149.4	7/11/12	194	2
tern	60.1	-149.4	7/11/12	194	2
tern	60	-149.4	7/11/12	194	2
tern	60	-149.4	7/11/12	194	2
tern	59.5	-135.4	7/11/12	194	2
tern	43.9	-69.4	7/11/12	194	2
tern	58.7	-93.8	7/12/12	195	2
tern	58.8	-94.4	7/12/12	195	2
tern	58.8	-94.6	7/12/12	195	2
tern	58.8	-94.6	7/12/12	195	2
tern	58.8	-94.6	7/12/12	195	2
tern	58.8	-94.6	7/12/12	195	2
tern	58.8	-94.5	7/12/12	195	2
tern	58.8	-94.5	7/12/12	195	2
tern	58.8	-94.6	7/12/12	195	2
tern	58.8	-94.6	7/12/12	195	2
tern	58.8	-94.5	7/12/12	195	2
tern	62.5	-114.4	7/12/12	195	2
tern	66.2	-23.1	7/12/12	195	2
tern	66.1	-16.9	7/12/12	195	2
tern	66.1	-16.9	7/12/12	195	2
tern	66	-17.3	7/12/12	195	2
tern	66.1	-17.4	7/12/12	195	2
tern	65.9	-17.3	7/12/12	195	2
tern	66	-17.4	7/12/12	195	2
tern	77.6	14.8	7/12/12	195	2
tern	61.2	-149.9	7/12/12	195	2
tern	58.3	-134.6	7/12/12	195	2
tern	59.9	-149.3	7/12/12	195	2
tern	57.1	-135.4	7/12/12	195	2
tern	60	-139.6	7/12/12	195	2
tern	43.9	-68.8	7/12/12	195	2
tern	49.9	-57.8	7/13/12	196	2
tern	43.5	-65.5	7/13/12	196	2
tern	69.1	-105.1	7/13/12	196	2
tern	66	-17.4	7/13/12	196	2
tern	66	-17.3	7/13/12	196	2
tern	65.8	-17.4	7/13/12	196	2
tern	66	-17.4	7/13/12	196	2
tern	66	-17.4	7/13/12	196	2
tern	65.6	-17	7/13/12	196	2
tern	66.1	-17.4	7/13/12	196	2
tern	65.8	-17.4	7/13/12	196	2
tern	66	-17.4	7/13/12	196	2
tern	66	-17.3	7/13/12	196	2
tern	64.2	-15.2	7/13/12	196	2
tern	64.2	-15.2	7/13/12	196	2
tern	64.1	-21	7/13/12	196	2
tern	64.1	-21	7/13/12	196	2
tern	64	-21.2	7/13/12	196	2
tern	61.2	-149.9	7/13/12	196	2
tern	61.2	-149.9	7/13/12	196	2
tern	60.9	-149.1	7/13/12	196	2
tern	61.2	-149.9	7/13/12	196	2
tern	61.2	-149.9	7/13/12	196	2
tern	61.2	-149.9	7/13/12	196	2
tern	58.4	-134.5	7/13/12	196	2
tern	60.1	-149.4	7/13/12	196	2
tern	60.1	-149.4	7/13/12	196	2
tern	60.1	-149.4	7/13/12	196	2
tern	41.3	-70.2	7/13/12	196	2
tern	59.1	-95	7/14/12	197	2
tern	59.1	-95	7/14/12	197	2
tern	59.1	-95	7/14/12	197	2
tern	59.1	-95	7/14/12	197	2
tern	59.1	-95	7/14/12	197	2
tern	59	-95.1	7/14/12	197	2
tern	59.1	-95	7/14/12	197	2
tern	59.1	-94.9	7/14/12	197	2
tern	59.1	-95	7/14/12	197	2
tern	62.5	-114.4	7/14/12	197	2
tern	62.5	-114.4	7/14/12	197	2
tern	65.9	-17.3	7/14/12	197	2
tern	66	-17.4	7/14/12	197	2
tern	65.6	-17	7/14/12	197	2
tern	64	-16.2	7/14/12	197	2
tern	64	-16.2	7/14/12	197	2
tern	64.1	-21	7/14/12	197	2
tern	63.5	-20.2	7/14/12	197	2
tern	63.5	-20.1	7/14/12	197	2
tern	58.9	5.6	7/14/12	197	2
tern	58.9	5.6	7/14/12	197	2
tern	58.9	5.6	7/14/12	197	2
tern	58.9	5.6	7/14/12	197	2
tern	78.9	11.9	7/14/12	197	2
tern	79.1	11.9	7/14/12	197	2
tern	59.4	-136	7/14/12	197	2
tern	58.3	-134.4	7/14/12	197	2
tern	59.8	-149.5	7/14/12	197	2
tern	60.8	-149.5	7/14/12	197	2
tern	60.5	-151.1	7/14/12	197	2
tern	59.8	-151.2	7/14/12	197	2
tern	59.8	-151.2	7/14/12	197	2
tern	59.8	-151.2	7/14/12	197	2
tern	59.8	-151.2	7/14/12	197	2
tern	59.8	-149.5	7/14/12	197	2
tern	60.5	-151.1	7/14/12	197	2
tern	60.1	-149.4	7/14/12	197	2
tern	59.7	-149.5	7/14/12	197	2
tern	60.1	-149.4	7/14/12	197	2
tern	71.3	-156.8	7/14/12	197	2
tern	70.6	-154.7	7/14/12	197	2
tern	61.2	-145.4	7/14/12	197	2
tern	56.7	-132.2	7/14/12	197	2
tern	42	-70.2	7/14/12	197	2
tern	43.9	-68.8	7/14/12	197	2
tern	46.9	-124.5	7/14/12	197	2
tern	46.9	-124.5	7/14/12	197	2
tern	46.9	-124.5	7/14/12	197	2
tern	46.9	-124.5	7/14/12	197	2
tern	46.9	-124.5	7/14/12	197	2
tern	46.9	-124.5	7/14/12	197	2
