COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE	SERIAL DATE	1=Atlantic // 2=Horned // 3=Tufted
puffin	60	-149.4	6/18/12	170	2
puffin	59.7	-149.5	6/18/12	170	2
puffin	60	-149.4	6/18/12	170	2
puffin	64.5	-165.1	6/18/12	170	2
puffin	64.5	-165.1	6/18/12	170	2
puffin	64.5	-164.8	6/18/12	170	2
puffin	64.5	-164.8	6/18/12	170	2
puffin	64.5	-164.8	6/18/12	170	2
puffin	64.5	-164.8	6/18/12	170	2
puffin	64.5	-164.8	6/18/12	170	2
puffin	64.4	-164.9	6/18/12	170	2
puffin	57.2	-170.3	6/18/12	170	3
puffin	57.2	-170.3	6/18/12	170	3
puffin	52.6	-170.5	6/18/12	170	3
puffin	60.1	-149.4	6/18/12	170	3
puffin	59.6	-149.6	6/18/12	170	3
puffin	60	-149.4	6/18/12	170	3
puffin	59.6	-149.6	6/18/12	170	3
puffin	59.6	-149.6	6/18/12	170	3
puffin	60	-149.4	6/18/12	170	3
puffin	59.7	-149.5	6/18/12	170	3
puffin	60	-149.4	6/18/12	170	3
puffin	64.4	-164.9	6/18/12	170	3
puffin	57.7	-137	6/18/12	170	3
puffin	60.2	-146.8	6/18/12	170	3
puffin	55.5	-1.6	6/19/12	171	1
puffin	58.7	-3	6/19/12	171	1
puffin	57.2	-170.3	6/19/12	171	2
puffin	57.2	-170.3	6/19/12	171	2
puffin	57.2	-170.3	6/19/12	171	2
puffin	52.2	-171.6	6/19/12	171	2
puffin	59.8	-151.9	6/19/12	171	2
puffin	59.7	-149.6	6/19/12	171	2
puffin	59.6	-151.3	6/19/12	171	2
puffin	57.2	-170.3	6/19/12	171	3
puffin	57.2	-170.3	6/19/12	171	3
puffin	57.2	-170.3	6/19/12	171	3
puffin	52.2	-171.6	6/19/12	171	3
puffin	59.7	-149.6	6/19/12	171	3
puffin	59.6	-151.3	6/19/12	171	3
puffin	57.8	-137.9	6/19/12	171	3
puffin	58.7	-136.5	6/19/12	171	3
puffin	59.8	-142	6/19/12	171	3
puffin	45.9	-124	6/19/12	171	3
puffin	55.6	-1.7	6/20/12	172	1
puffin	53.3	-4.7	6/20/12	172	1
puffin	65.5	-24.5	6/20/12	172	1
puffin	65.5	-24.5	6/20/12	172	1
puffin	44.1	-68.7	6/20/12	172	1
puffin	57.2	-170.3	6/20/12	172	2
puffin	57.2	-170.3	6/20/12	172	2
puffin	57.2	-170.3	6/20/12	172	2
puffin	59.8	-151.8	6/20/12	172	2
puffin	59.7	-149.5	6/20/12	172	2
puffin	59.6	-149.5	6/20/12	172	2
puffin	59.9	-149.3	6/20/12	172	2
puffin	59.8	-151.9	6/20/12	172	2
puffin	64.5	-165.2	6/20/12	172	2
puffin	64.5	-165.2	6/20/12	172	2
puffin	64.5	-165.2	6/20/12	172	2
puffin	64.5	-165.2	6/20/12	172	2
puffin	64.4	-164.9	6/20/12	172	2
puffin	57.2	-170.3	6/20/12	172	3
puffin	57.2	-170.3	6/20/12	172	3
puffin	57.2	-170.3	6/20/12	172	3
puffin	52.7	-171.5	6/20/12	172	3
puffin	59.7	-149.5	6/20/12	172	3
puffin	59.6	-149.5	6/20/12	172	3
puffin	59.9	-149.3	6/20/12	172	3
puffin	64.5	-165.2	6/20/12	172	3
puffin	64.5	-165.2	6/20/12	172	3
puffin	64.5	-165.2	6/20/12	172	3
puffin	64.5	-165.2	6/20/12	172	3
puffin	64.4	-164.9	6/20/12	172	3
puffin	57.3	-136.6	6/20/12	172	3
puffin	59	-137	6/20/12	172	3
puffin	43.1	-124.4	6/20/12	172	3
puffin	65.5	-24.5	6/21/12	173	1
puffin	65.5	-24.5	6/21/12	173	1
puffin	64	-16.2	6/21/12	173	1
puffin	63.5	-20.2	6/21/12	173	1
puffin	70.6	8.3	6/21/12	173	1
puffin	44.1	-68.2	6/21/12	173	1
puffin	44.1	-67.8	6/21/12	173	1
puffin	43.9	-69.4	6/21/12	173	1
puffin	43.9	-69.4	6/21/12	173	1
puffin	44.4	-67.9	6/21/12	173	1
puffin	44.4	-67.9	6/21/12	173	1
puffin	57.2	-170.4	6/21/12	173	2
puffin	57.1	-170.3	6/21/12	173	2
puffin	57.2	-170.3	6/21/12	173	2
puffin	57.2	-170.3	6/21/12	173	2
puffin	52.2	-174.3	6/21/12	173	2
puffin	59.8	-151.8	6/21/12	173	2
puffin	59.8	-150.2	6/21/12	173	2
puffin	64.5	-165.1	6/21/12	173	2
puffin	64.4	-164.9	6/21/12	173	2
puffin	57	-135.7	6/21/12	173	2
puffin	57.2	-170.4	6/21/12	173	3
puffin	57.1	-170.3	6/21/12	173	3
puffin	57.1	-170.3	6/21/12	173	3
puffin	57.2	-170.3	6/21/12	173	3
puffin	57.2	-170.3	6/21/12	173	3
puffin	59.8	-150.2	6/21/12	173	3
puffin	64.4	-164.9	6/21/12	173	3
puffin	57	-135.7	6/21/12	173	3
puffin	57.1	-136.2	6/21/12	173	3
puffin	45.2	-124	6/21/12	173	3
puffin	62.3	176.9	6/22/12	174	2
puffin	57.2	-170.3	6/22/12	174	2
puffin	57.2	-170.3	6/22/12	174	2
puffin	59.7	-149.5	6/22/12	174	2
puffin	59.7	-149.5	6/22/12	174	2
puffin	59.7	-149.5	6/22/12	174	2
puffin	59.7	-149.5	6/22/12	174	2
puffin	64.4	-164.9	6/22/12	174	2
puffin	57.2	-170.3	6/22/12	174	3
puffin	57.2	-170.3	6/22/12	174	3
puffin	52.4	-173.8	6/22/12	174	3
puffin	59.7	-149.5	6/22/12	174	3
puffin	59.7	-149.5	6/22/12	174	3
puffin	59.7	-149.5	6/22/12	174	3
puffin	59.7	-149.5	6/22/12	174	3
puffin	64.4	-164.9	6/22/12	174	3
puffin	48.4	-124.7	6/22/12	174	3
puffin	59.3	-3	6/23/12	175	1
puffin	64	-16.2	6/23/12	175	1
puffin	44.5	-67.1	6/23/12	175	1
puffin	57.2	-170.3	6/23/12	175	2
puffin	57.2	-170.3	6/23/12	175	2
puffin	57.2	-170.3	6/23/12	175	2
puffin	59.6	-149.6	6/23/12	175	2
puffin	57.2	-170.3	6/23/12	175	3
puffin	57.2	-170.3	6/23/12	175	3
puffin	57.2	-170.3	6/23/12	175	3
puffin	52.5	-172.1	6/23/12	175	3
puffin	59.6	-149.6	6/23/12	175	3
puffin	60	-149.4	6/23/12	175	3
puffin	43.1	-124.4	6/23/12	175	3
puffin	65.6	-24.3	6/24/12	176	1
puffin	63.4	-20.3	6/24/12	176	1
puffin	63.4	-20.3	6/24/12	176	1
puffin	63.4	-20.3	6/24/12	176	1
puffin	44	-69.4	6/24/12	176	1
puffin	57.2	-170.3	6/24/12	176	2
puffin	57.2	-170.3	6/24/12	176	2
puffin	52.6	-172.4	6/24/12	176	2
puffin	64.5	-165.1	6/24/12	176	2
puffin	64.4	-165	6/24/12	176	2
puffin	57.2	-170.3	6/24/12	176	3
puffin	57.2	-170.3	6/24/12	176	3
puffin	52.6	-172.4	6/24/12	176	3
puffin	37.7	-123	6/24/12	176	3
puffin	37.7	-123	6/24/12	176	3
puffin	37.7	-123	6/24/12	176	3
puffin	37.7	-123	6/24/12	176	3
puffin	37.7	-123	6/24/12	176	3
puffin	37.7	-123	6/24/12	176	3
puffin	37.7	-123	6/24/12	176	3
puffin	37.7	-123	6/24/12	176	3
puffin	43.1	-124.4	6/24/12	176	3
puffin	47.9	-124.6	6/24/12	176	3
puffin	47.6	-124.4	6/24/12	176	3
puffin	54.2	-0.2	6/25/12	177	1
puffin	65.5	-24.5	6/25/12	177	1
puffin	66.5	-18	6/25/12	177	1
puffin	66	-17.4	6/25/12	177	1
puffin	78.4	15.3	6/25/12	177	1
puffin	44.2	-68.1	6/25/12	177	1
puffin	44.2	-68.1	6/25/12	177	1
puffin	43.9	-68.8	6/25/12	177	1
puffin	44.5	-67.1	6/25/12	177	1
puffin	57.2	-170.3	6/25/12	177	2
puffin	57.2	-170.3	6/25/12	177	2
puffin	64.5	-164.7	6/25/12	177	2
puffin	64.5	-164.8	6/25/12	177	2
puffin	51.1	-130.3	6/25/12	177	3
puffin	57.2	-170.3	6/25/12	177	3
puffin	57.2	-170.3	6/25/12	177	3
puffin	52.2	-172.5	6/25/12	177	3
puffin	45.9	-124	6/25/12	177	3
puffin	66.3	-18.3	6/26/12	178	1
puffin	66.5	-18	6/26/12	178	1
puffin	79.1	11.9	6/26/12	178	1
puffin	43.9	-69.4	6/26/12	178	1
puffin	43.9	-69.4	6/26/12	178	1
puffin	43.9	-69.4	6/26/12	178	1
puffin	43.9	-69.4	6/26/12	178	1
puffin	43.9	-69.4	6/26/12	178	1
puffin	43.9	-69.4	6/26/12	178	1
puffin	43.9	-69.4	6/26/12	178	1
puffin	43.9	-69.4	6/26/12	178	1
puffin	57.2	-170.3	6/26/12	178	2
puffin	57.2	-170.3	6/26/12	178	2
puffin	57.2	-170.3	6/26/12	178	2
puffin	59.9	-149.7	6/26/12	178	2
puffin	60.1	-152.9	6/26/12	178	2
puffin	57.2	-170.3	6/26/12	178	3
puffin	57.2	-170.3	6/26/12	178	3
puffin	51.9	-174	6/26/12	178	3
puffin	59.9	-149.7	6/26/12	178	3
puffin	60.1	-152.9	6/26/12	178	3
puffin	45.9	-124	6/26/12	178	3
puffin	44.3	-124.1	6/26/12	178	3
puffin	45.5	-124	6/26/12	178	3
puffin	66.4	-14.9	6/27/12	179	1
puffin	63.5	-20.2	6/27/12	179	1
puffin	43.9	-69.5	6/27/12	179	1
puffin	44.8	-67	6/27/12	179	1
puffin	57.2	-170.3	6/27/12	179	2
puffin	57.2	-170.3	6/27/12	179	2
puffin	57.2	-170.3	6/27/12	179	3
puffin	57.2	-170.3	6/27/12	179	3
puffin	51.6	-176.7	6/27/12	179	3
puffin	44.3	-68.1	6/28/12	180	1
puffin	57.2	-170.3	6/28/12	180	2
puffin	57.2	-170.3	6/28/12	180	2
puffin	57.2	-170.3	6/28/12	180	2
puffin	59.6	-151.3	6/28/12	180	2
puffin	71.4	-156.5	6/28/12	180	2
puffin	57.2	-170.3	6/28/12	180	3
puffin	57.2	-170.3	6/28/12	180	3
puffin	57.2	-170.3	6/28/12	180	3
puffin	59.6	-151.3	6/28/12	180	3
puffin	58.7	-136.2	6/28/12	180	3
puffin	58.3	-136	6/28/12	180	3
puffin	44.9	-66.8	6/29/12	181	1
puffin	47.2	-52.8	6/29/12	181	1
puffin	44.2	-68	6/29/12	181	1
puffin	43.9	-69.4	6/29/12	181	1
puffin	43.9	-69.4	6/29/12	181	1
puffin	43.9	-69.4	6/29/12	181	1
puffin	43.9	-69.4	6/29/12	181	1
puffin	57.2	-170.3	6/29/12	181	2
puffin	57.2	-170.3	6/29/12	181	2
puffin	57.2	-170.3	6/29/12	181	2
puffin	59.9	-149.7	6/29/12	181	2
puffin	57.2	-170.3	6/29/12	181	3
puffin	57.2	-170.3	6/29/12	181	3
puffin	57.2	-170.3	6/29/12	181	3
puffin	59.9	-149.7	6/29/12	181	3
puffin	59.4	-146.3	6/29/12	181	3
puffin	45.9	-124	6/29/12	181	3
puffin	47.5	-52.6	6/30/12	182	1
puffin	56.9	-2.2	6/30/12	182	1
puffin	56.9	-2.2	6/30/12	182	1
puffin	56.2	-2.8	6/30/12	182	1
puffin	56.2	-2.8	6/30/12	182	1
puffin	53	-9.4	6/30/12	182	1
puffin	71.1	25.3	6/30/12	182	1
puffin	43.9	-69.4	6/30/12	182	1
puffin	44.4	-67.9	6/30/12	182	1
puffin	57.2	-170.3	6/30/12	182	2
puffin	57.2	-170.3	6/30/12	182	2
puffin	57.2	-170.3	6/30/12	182	2
puffin	57.2	-170.3	6/30/12	182	2
puffin	60.1	-149.4	6/30/12	182	2
puffin	60.1	-149.4	6/30/12	182	2
puffin	57.2	-170.3	6/30/12	182	3
puffin	57.2	-170.3	6/30/12	182	3
puffin	57.2	-170.3	6/30/12	182	3
puffin	57.2	-170.3	6/30/12	182	3
puffin	60.1	-149.4	6/30/12	182	3
puffin	60.1	-149.4	6/30/12	182	3
puffin	37.7	-123	6/30/12	182	3
puffin	37.7	-123	6/30/12	182	3
puffin	37.7	-123	6/30/12	182	3
puffin	37.7	-123	6/30/12	182	3
puffin	37.7	-123	6/30/12	182	3
puffin	37.7	-123	6/30/12	182	3
puffin	48.4	-124.7	6/30/12	182	3
puffin	46.9	-124.5	6/30/12	182	3
puffin	46.9	-124.5	6/30/12	182	3
puffin	46.9	-124.5	6/30/12	182	3
puffin	46.9	-124.5	6/30/12	182	3
puffin	46.9	-124.5	6/30/12	182	3
puffin	46.9	-124.5	6/30/12	182	3
puffin	46.9	-124.5	6/30/12	182	3
puffin	47.5	-52.6	7/1/12	184	1
puffin	63.5	-20.2	7/1/12	184	1
puffin	44.1	-67.8	7/1/12	184	1
puffin	43.9	-69.4	7/1/12	184	1
puffin	44.6	-67.2	7/1/12	184	1
puffin	57.2	-170.4	7/1/12	184	2
puffin	57.2	-170.3	7/1/12	184	2
puffin	57.2	-170.3	7/1/12	184	2
puffin	57.2	-170.3	7/1/12	184	2
puffin	60	-149.4	7/1/12	184	2
puffin	60	-149.4	7/1/12	184	2
puffin	64.5	-164.8	7/1/12	184	2
puffin	57.2	-170.4	7/1/12	184	3
puffin	57.2	-170.3	7/1/12	184	3
puffin	57.2	-170.3	7/1/12	184	3
puffin	57.2	-170.3	7/1/12	184	3
puffin	60	-149.4	7/1/12	184	3
puffin	60	-149.4	7/1/12	184	3
puffin	45.9	-124	7/1/12	184	3
puffin	45.9	-124	7/1/12	184	3
puffin	47.3	-52.8	7/2/12	185	1
puffin	46.9	-52.9	7/2/12	185	1
puffin	47.5	-52.6	7/2/12	185	1
puffin	65.5	-24.5	7/2/12	185	1
puffin	65.4	-22.9	7/2/12	185	1
puffin	63.4	-20.3	7/2/12	185	1
puffin	63.4	-20.3	7/2/12	185	1
puffin	57.2	-170.3	7/2/12	185	2
puffin	57.1	-170.3	7/2/12	185	2
puffin	57.2	-170.3	7/2/12	185	2
puffin	57.2	-170.3	7/2/12	185	2
puffin	57.1	-170.3	7/2/12	185	2
puffin	57.2	-170.3	7/2/12	185	3
puffin	57.1	-170.3	7/2/12	185	3
puffin	57.2	-170.3	7/2/12	185	3
puffin	57.2	-170.3	7/2/12	185	3
puffin	57.1	-170.3	7/2/12	185	3
puffin	46.4	-60.4	7/3/12	186	1
puffin	55.6	-1.7	7/3/12	186	1
puffin	63.4	-20.3	7/3/12	186	1
puffin	78.9	10.5	7/3/12	186	1
puffin	43.9	-69.4	7/3/12	186	1
puffin	44.5	-67.1	7/3/12	186	1
puffin	57.2	-170.3	7/3/12	186	2
puffin	57.2	-170.3	7/3/12	186	2
puffin	57.2	-170.3	7/3/12	186	2
puffin	57	-135.7	7/3/12	186	2
puffin	57.2	-170.3	7/3/12	186	3
puffin	57.2	-170.3	7/3/12	186	3
puffin	57.2	-170.3	7/3/12	186	3
puffin	57	-135.7	7/3/12	186	3
puffin	44.9	-66.8	7/4/12	187	1
puffin	63.4	-20.3	7/4/12	187	1
puffin	57.2	-170.3	7/4/12	187	2
puffin	57.2	-170.3	7/4/12	187	2
puffin	57.1	-170.3	7/4/12	187	2
puffin	57.1	-170.3	7/4/12	187	2
puffin	59.8	-150	7/4/12	187	2
puffin	57.2	-170.3	7/4/12	187	3
puffin	57.2	-170.3	7/4/12	187	3
puffin	57.1	-170.3	7/4/12	187	3
puffin	57.1	-170.3	7/4/12	187	3
puffin	59.8	-150	7/4/12	187	3
puffin	47.9	-124.6	7/4/12	187	3
puffin	48.5	-64.2	7/5/12	188	1
puffin	48.5	-64.2	7/5/12	188	1
puffin	55.6	-1.6	7/5/12	188	1
puffin	63.4	-20.3	7/5/12	188	1
puffin	63.4	-20.3	7/5/12	188	1
puffin	63.5	-20.2	7/5/12	188	1
puffin	63.4	-20.3	7/5/12	188	1
puffin	79.1	11.9	7/5/12	188	1
puffin	43.9	-69.4	7/5/12	188	1
puffin	44.5	-67.1	7/5/12	188	1
puffin	44.5	-67.1	7/5/12	188	1
puffin	57.2	-170.3	7/5/12	188	2
puffin	57.2	-170.3	7/5/12	188	2
puffin	57.2	-170.4	7/5/12	188	2
puffin	57.1	-170.3	7/5/12	188	2
puffin	57.1	-170.3	7/5/12	188	2
puffin	57.1	-170.3	7/5/12	188	2
puffin	57.1	-170.3	7/5/12	188	2
puffin	57.1	-170.3	7/5/12	188	2
puffin	57.2	-170.4	7/5/12	188	2
puffin	57.2	-170.4	7/5/12	188	2
puffin	57.2	-170.4	7/5/12	188	2
puffin	57.1	-170.3	7/5/12	188	2
puffin	57.1	-170.3	7/5/12	188	2
puffin	57.1	-170.3	7/5/12	188	2
puffin	57.2	-170.3	7/5/12	188	2
puffin	57.1	-170.4	7/5/12	188	2
puffin	57.2	-170.3	7/5/12	188	3
puffin	57.2	-170.3	7/5/12	188	3
puffin	57.2	-170.4	7/5/12	188	3
puffin	57.1	-170.3	7/5/12	188	3
puffin	57.1	-170.3	7/5/12	188	3
puffin	57.1	-170.3	7/5/12	188	3
puffin	57.2	-170.4	7/5/12	188	3
puffin	57.1	-170.3	7/5/12	188	3
puffin	57.2	-170.4	7/5/12	188	3
puffin	57.2	-170.4	7/5/12	188	3
puffin	45.9	-124	7/5/12	188	3
puffin	45.9	-124	7/5/12	188	3
puffin	43.1	-124.4	7/5/12	188	3
puffin	45.2	-124	7/5/12	188	3
puffin	47.2	-124.2	7/5/12	188	3
puffin	44.9	-66.8	7/6/12	189	1
puffin	44.9	-66.8	7/6/12	189	1
puffin	45	-66.8	7/6/12	189	1
puffin	47.3	-52.8	7/6/12	189	1
puffin	47.2	-52.8	7/6/12	189	1
puffin	60.2	-1.2	7/6/12	189	1
puffin	60.2	-1.2	7/6/12	189	1
puffin	51.8	-10.5	7/6/12	189	1
puffin	51.8	-10.5	7/6/12	189	1
puffin	64.5	-14.5	7/6/12	189	1
puffin	79.7	14.1	7/6/12	189	1
puffin	44.4	-68.2	7/6/12	189	1
puffin	44	-68.7	7/6/12	189	1
puffin	43.9	-69.4	7/6/12	189	1
puffin	57.1	-170.3	7/6/12	189	2
puffin	57.2	-170.3	7/6/12	189	2
puffin	57.2	-170.3	7/6/12	189	2
puffin	57.2	-170.1	7/6/12	189	2
puffin	57.2	-170.1	7/6/12	189	2
puffin	59.9	-149.7	7/6/12	189	2
puffin	57.2	-170.3	7/6/12	189	3
puffin	57.1	-170.3	7/6/12	189	3
puffin	57.2	-170.3	7/6/12	189	3
puffin	59.9	-149.7	7/6/12	189	3
puffin	44.5	-66.7	7/7/12	190	1
puffin	44.5	-66.8	7/7/12	190	1
puffin	44.5	-66.7	7/7/12	190	1
puffin	56	-3.4	7/7/12	190	1
puffin	56	-3.4	7/7/12	190	1
puffin	62.4	5.6	7/7/12	190	1
puffin	44.5	-67.1	7/7/12	190	1
puffin	44.4	-67.9	7/7/12	190	1
puffin	57.2	-170.3	7/7/12	190	2
puffin	57.2	-170.3	7/7/12	190	2
puffin	57.2	-170.4	7/7/12	190	2
puffin	57.1	-170.3	7/7/12	190	2
puffin	57.1	-170.3	7/7/12	190	2
puffin	60	-149.4	7/7/12	190	2
puffin	51.5	-129.6	7/7/12	190	3
puffin	57.2	-170.3	7/7/12	190	3
puffin	57.2	-170.3	7/7/12	190	3
puffin	57.2	-170.4	7/7/12	190	3
puffin	57.1	-170.3	7/7/12	190	3
puffin	57.1	-170.3	7/7/12	190	3
puffin	60	-149.4	7/7/12	190	3
puffin	43.1	-124.4	7/7/12	190	3
puffin	43.1	-124.4	7/7/12	190	3
puffin	48.4	-124.7	7/7/12	190	3
puffin	44.9	-66.8	7/8/12	191	1
puffin	44.8	-66.8	7/8/12	191	1
puffin	60.6	-0.9	7/8/12	191	1
puffin	60.6	-0.9	7/8/12	191	1
puffin	64.1	-22.7	7/8/12	191	1
puffin	64.1	-22.7	7/8/12	191	1
puffin	44.4	-67.9	7/8/12	191	1
puffin	57.2	-170.3	7/8/12	191	2
puffin	57.1	-170.3	7/8/12	191	2
puffin	57.2	-170.3	7/8/12	191	3
puffin	57.1	-170.3	7/8/12	191	3
puffin	60.8	-0.9	7/9/12	192	1
puffin	60.8	-0.9	7/9/12	192	1
puffin	63.4	-20.2	7/9/12	192	1
puffin	43.9	-69.4	7/9/12	192	1
puffin	57.2	-170.3	7/9/12	192	2
puffin	60	-149.4	7/9/12	192	2
puffin	60	-149.4	7/9/12	192	2
puffin	57.2	-170.3	7/9/12	192	3
puffin	60	-149.4	7/9/12	192	3
puffin	60	-149.4	7/9/12	192	3
puffin	57	-135.7	7/9/12	192	3
puffin	59.4	-146.3	7/9/12	192	3
puffin	45.9	-124	7/9/12	192	3
puffin	47.9	-124.6	7/9/12	192	3
puffin	47.9	-124.6	7/9/12	192	3
puffin	48.7	-53.1	7/10/12	193	1
puffin	48.6	-53	7/10/12	193	1
puffin	46.4	-60.4	7/10/12	193	1
puffin	57.2	-170.3	7/10/12	193	2
puffin	57.1	-170.3	7/10/12	193	2
puffin	57.2	-170.3	7/10/12	193	2
puffin	57.2	-170.3	7/10/12	193	3
puffin	57.1	-170.3	7/10/12	193	3
puffin	57.2	-170.3	7/10/12	193	3
puffin	59.6	-151.3	7/10/12	193	3
puffin	44.7	-124.1	7/10/12	193	3
puffin	48.2	-123.2	7/10/12	193	3
puffin	48.2	-123.2	7/10/12	193	3
puffin	62.4	5.6	7/11/12	194	1
puffin	77	16	7/11/12	194	1
puffin	43.9	-69.4	7/11/12	194	1
puffin	44.8	-67	7/11/12	194	1
puffin	57.1	-170.3	7/11/12	194	2
puffin	57.1	-170.3	7/11/12	194	2
puffin	57.2	-170.3	7/11/12	194	2
puffin	57.2	-170.3	7/11/12	194	2
puffin	59.9	-149.3	7/11/12	194	2
puffin	60	-149.4	7/11/12	194	2
puffin	60	-149.4	7/11/12	194	2
puffin	58.2	-136.5	7/11/12	194	2
puffin	58.2	-136.5	7/11/12	194	2
puffin	60.6	-147.1	7/11/12	194	2
puffin	57.1	-170.3	7/11/12	194	3
puffin	57.2	-170.3	7/11/12	194	3
puffin	57.2	-170.3	7/11/12	194	3
puffin	59.9	-149.3	7/11/12	194	3
puffin	60	-149.4	7/11/12	194	3
puffin	58.2	-136.5	7/11/12	194	3
puffin	48.4	-124.7	7/11/12	194	3
puffin	66.2	-23.1	7/12/12	195	1
puffin	77.6	14.8	7/12/12	195	1
puffin	43.9	-69.4	7/12/12	195	1
puffin	43.9	-68.8	7/12/12	195	1
puffin	57.2	-170.3	7/12/12	195	2
puffin	59.9	-149.3	7/12/12	195	2
puffin	57.2	-170.3	7/12/12	195	3
puffin	57.2	-170.3	7/12/12	195	3
puffin	57.1	-135.4	7/12/12	195	3
puffin	60	-139.6	7/12/12	195	3
puffin	55.2	-6.5	7/13/12	196	1
puffin	57.2	-170.4	7/13/12	196	2
puffin	57.2	-170.4	7/13/12	196	2
puffin	57.2	-170.3	7/13/12	196	2
puffin	57.2	-170.3	7/13/12	196	3
puffin	57.2	-170.4	7/13/12	196	3
puffin	57.2	-170.3	7/13/12	196	3
puffin	57.2	-170.4	7/13/12	196	3
puffin	45.5	-124	7/13/12	196	3
puffin	45.5	-124	7/13/12	196	3
puffin	48.6	-123	7/13/12	196	3
puffin	63.5	-20.2	7/14/12	197	1
puffin	43.9	-68.8	7/14/12	197	1
puffin	57.2	-170.3	7/14/12	197	2
puffin	59.8	-149.5	7/14/12	197	2
puffin	59.8	-149.5	7/14/12	197	2
puffin	59.7	-149.5	7/14/12	197	2
puffin	57.2	-170.3	7/14/12	197	3
puffin	59.8	-149.5	7/14/12	197	3
puffin	59.8	-149.5	7/14/12	197	3
puffin	59.7	-149.5	7/14/12	197	3
puffin	57	-135.7	7/14/12	197	3
puffin	57	-135.7	7/14/12	197	3
puffin	46.9	-124.5	7/14/12	197	3
puffin	46.9	-124.5	7/14/12	197	3
puffin	46.9	-124.5	7/14/12	197	3
puffin	46.9	-124.5	7/14/12	197	3
puffin	46.9	-124.5	7/14/12	197	3
puffin	46.9	-124.5	7/14/12	197	3
puffin	46.9	-124.5	7/14/12	197	3
puffin	46.9	-124.5	7/14/12	197	3
puffin	46.9	-124.5	7/14/12	197	3
puffin	46.9	-124.5	7/14/12	197	3
puffin	46.9	-124.5	7/14/12	197	3
puffin	48.1	-122.9	7/14/12	197	3
puffin	48.5	-64.2	7/15/12	198	1
puffin	63.4	-20.3	7/15/12	198	1
puffin	63.4	-20.3	7/15/12	198	1
puffin	63.4	-20.3	7/15/12	198	1
puffin	43.9	-69.4	7/15/12	198	1
puffin	43.9	-69.4	7/15/12	198	1
puffin	43.9	-69.3	7/15/12	198	1
puffin	57.2	-170.3	7/15/12	198	2
puffin	57.2	-170.3	7/15/12	198	2
puffin	57.2	-170.3	7/15/12	198	2
puffin	59.8	-151.9	7/15/12	198	2
puffin	59.8	-151.9	7/15/12	198	2
puffin	59.8	-151.9	7/15/12	198	2
puffin	48.9	-125.5	7/15/12	198	3
puffin	57.2	-170.3	7/15/12	198	3
puffin	57.2	-170.3	7/15/12	198	3
puffin	57.2	-170.3	7/15/12	198	3
puffin	59.8	-151.9	7/15/12	198	3
puffin	59.8	-151.9	7/15/12	198	3
puffin	59.8	-151.9	7/15/12	198	3
puffin	58.8	-136.5	7/15/12	198	3
puffin	39.4	-124.2	7/15/12	198	3
puffin	39.4	-124.2	7/15/12	198	3
puffin	39.4	-124.2	7/15/12	198	3
puffin	39.4	-124.2	7/15/12	198	3
puffin	39.4	-124.2	7/15/12	198	3
puffin	39.4	-124.2	7/15/12	198	3
puffin	39.4	-124.2	7/15/12	198	3
puffin	39.4	-124.2	7/15/12	198	3
puffin	39.4	-124.2	7/15/12	198	3
puffin	39.4	-124.2	7/15/12	198	3
puffin	39.4	-124.2	7/15/12	198	3
puffin	39.4	-124.2	7/15/12	198	3
puffin	37.7	-123	7/15/12	198	3
puffin	37.7	-123	7/15/12	198	3
puffin	37.7	-123	7/15/12	198	3
puffin	37.7	-123	7/15/12	198	3
puffin	37.7	-123	7/15/12	198	3
puffin	37.7	-123	7/15/12	198	3
puffin	37.7	-123	7/15/12	198	3
puffin	45.9	-124	7/15/12	198	3
puffin	45.9	-124	7/15/12	198	3
puffin	63.4	-20.2	7/16/12	199	1
puffin	63.4	-19.1	7/16/12	199	1
puffin	63.4	-19.1	7/16/12	199	1
puffin	63.4	-19	7/16/12	199	1
puffin	63.4	-19	7/16/12	199	1
puffin	81.5	18.8	7/16/12	199	1
puffin	57.2	-170.3	7/16/12	199	2
puffin	57.2	-170.3	7/16/12	199	2
puffin	60.1	-149.4	7/16/12	199	2
puffin	57.2	-170.3	7/16/12	199	3
puffin	57.2	-170.3	7/16/12	199	3
puffin	60.1	-149.4	7/16/12	199	3
puffin	59.6	-151.4	7/16/12	199	3
puffin	45.9	-124	7/16/12	199	3
puffin	44.5	-67.1	7/17/12	200	1
puffin	44.5	-67.1	7/17/12	200	1
puffin	57.2	-170.3	7/17/12	200	2
puffin	57.2	-170.4	7/17/12	200	2
puffin	57.2	-170.4	7/17/12	200	2
puffin	57.2	-170.3	7/17/12	200	2
puffin	57.2	-170.3	7/17/12	200	3
puffin	57.2	-170.3	7/17/12	200	3
puffin	57.2	-170.4	7/17/12	200	3
puffin	57.2	-170.4	7/17/12	200	3
puffin	57.6	-137.2	7/17/12	200	3
puffin	46.2	-124	7/17/12	200	3
puffin	47.2	-52.9	7/18/12	201	1
puffin	63.4	-20.3	7/18/12	201	1
puffin	63.4	-20.3	7/18/12	201	1
puffin	63.4	-20.3	7/18/12	201	1
puffin	43.9	-69.5	7/18/12	201	1
puffin	57.2	-170.3	7/18/12	201	2
puffin	57.2	-170.3	7/18/12	201	2
puffin	57.1	-170.3	7/18/12	201	2
puffin	57.2	-170.3	7/18/12	201	2
