COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE	SERIAL DATE
sandpiper	24.3	54.6	2/7/09	37
sandpiper	24.3	54.6	2/4/09	34
sandpiper	24.2	54.7	2/13/09	43
sandpiper	24.3	54.6	3/10/09	71
sandpiper	24.1	55.7	3/3/09	64
sandpiper	24.2	54.7	3/8/09	69
sandpiper	24.2	54.7	3/27/09	88
sandpiper	24.2	54.7	3/5/09	66
sandpiper	24.3	54.6	3/20/09	81
sandpiper	24.3	54.6	3/27/09	88
sandpiper	24.2	54.7	3/13/09	74
sandpiper	24.1	55.7	3/28/09	89
sandpiper	24.3	54.6	3/13/09	74
sandpiper	24.2	54.7	3/28/09	89
sandpiper	24.2	51.7	4/4/09	95
sandpiper	24.2	51.7	4/4/09	95
sandpiper	24.2	54.7	4/2/09	93
sandpiper	24.3	54.6	4/23/09	114
sandpiper	24.3	54.6	4/26/09	117
sandpiper	24.3	54.6	4/28/09	119
sandpiper	24.2	51.7	4/10/09	101
sandpiper	24.1	55.7	4/24/09	115
sandpiper	24.2	51.7	4/4/09	95
sandpiper	24.3	54.6	5/29/09	151
sandpiper	24.3	54.6	5/8/09	130
sandpiper	24.3	54.6	5/17/09	139
sandpiper	24.3	54.6	5/9/09	131
sandpiper	24.2	51.7	5/1/09	123
sandpiper	24.2	54.7	5/16/09	138
sandpiper	24.3	54.6	5/16/09	138
sandpiper	24.3	54.6	5/26/09	148
sandpiper	24.2	51.7	5/8/09	130
sandpiper	24.1	55.6	8/28/09	241
sandpiper	24.4	54.4	9/23/09	267
sandpiper	24.1	55.6	9/11/09	255
sandpiper	24.3	54.6	9/9/09	253
sandpiper	24.2	51.7	9/19/09	263
sandpiper	24.2	54.7	9/11/09	255
sandpiper	24.1	55.7	9/18/09	262
sandpiper	24.4	54.4	9/15/09	259
sandpiper	24.2	55.7	9/18/09	262
sandpiper	24.2	54.7	9/21/09	265
sandpiper	24.4	54.4	9/1/09	245
sandpiper	24.5	54.4	9/5/09	249
sandpiper	24.4	54.4	9/12/09	256
sandpiper	24.3	54.6	9/16/09	260
sandpiper	24.4	54.4	9/1/09	245
sandpiper	24.3	54.6	9/21/09	265
sandpiper	24.1	55.6	9/18/09	262
sandpiper	24.1	55.7	9/17/09	261
sandpiper	24.2	55.7	9/11/09	255
sandpiper	24.1	55.7	9/15/09	259
sandpiper	24.3	54.6	9/24/09	268
sandpiper	24.4	54.4	9/14/09	258
sandpiper	24.1	55.7	9/18/09	262
sandpiper	24.5	54.3	10/10/09	284
sandpiper	24.3	54.6	10/1/09	275
sandpiper	24.1	55.7	10/10/09	284
sandpiper	24.4	54.4	10/5/09	279
sandpiper	24.3	54.6	10/27/09	301
sandpiper	24.3	54.6	10/13/09	287
sandpiper	24.6	54.8	10/2/09	276
sandpiper	24.1	55.7	10/31/09	305
sandpiper	24.3	54.6	10/21/09	295
sandpiper	24.3	54.6	10/7/09	281
sandpiper	24.3	54.6	10/31/09	305
sandpiper	24.3	54.6	10/28/09	302
sandpiper	24.1	55.7	10/28/09	302
sandpiper	24.1	55.7	10/28/09	302
sandpiper	24.3	54.6	11/12/09	317
sandpiper	24.1	55.7	11/6/09	311
sandpiper	24.3	54.6	11/21/09	326
sandpiper	24.1	55.7	11/6/09	311
sandpiper	24.1	55.7	11/23/09	328
