#COMMON NAME,#LATITUDE,#LONGITUDE,#OBSERVATION DATE,#DAY SERIAL NUMBER
penguin,-51.4806083,-57.8337028,1/18/03,18
penguin,-51.2911235,-60.5456543,1/17/03,17
penguin,-51.6938415,-57.8210449,2/7/03,37
penguin,-51.6764021,-57.808401,1/29/05,29
penguin,-51.3567763,-60.7049777,2/7/05,37
penguin,-51.5224161,-59.5239258,12/11/05,346
penguin,-52.2160214,-58.8716125,1/11/06,11
penguin,-51.251111,-60.527778,2/9/06,39
penguin,-52.216863,-58.899181,1/11/07,11
penguin,-51.689,-57.827,1/13/08,13
penguin,-51.3649215,-60.6939697,2/26/08,56
penguin,-51.3535132,-60.6881254,2/5/08,35
penguin,-52.4255335,-59.0758728,2/14/08,44
penguin,-51.8198631,-58.9796028,2/3/08,33
penguin,-51.2941293,-60.5387878,2/4/08,34
penguin,-51.2941293,-60.5387878,2/6/08,36
penguin,-51.3077384,-60.2332993,2/7/08,37
penguin,-51.3077384,-60.2332993,2/9/08,39
penguin,-51.3511775,-58.4565023,2/16/08,46
penguin,-52.1125299,-59.3706466,2/18/08,48
penguin,-51.2490149,-58.9562892,2/19/08,49
penguin,-51.3100134,-60.2380371,2/27/08,57
penguin,-51.2962761,-60.5621338,2/27/08,57
penguin,-51.7270282,-57.8320313,2/28/08,58
penguin,-51.7304305,-61.3037109,2/26/08,56
penguin,-51.3100134,-60.2380371,2/8/08,38
penguin,-51.3077384,-60.2332993,1/9/09,9
penguin,-51.29395,-60.55717,1/9/09,9
penguin,-51.3077384,-60.2332993,1/9/09,9
penguin,-51.3077384,-60.2332993,1/9/09,9
penguin,-51.29395,-60.55717,1/9/09,9
penguin,-51.29395,-60.55717,1/9/09,9
penguin,-51.3077384,-60.2332993,1/9/09,9
penguin,-51.29395,-60.55717,1/9/09,9
penguin,-51.7780371,-58.2220459,2/21/09,51
penguin,-51.7132684,-59.401111,12/4/09,339
penguin,-52.4289152,-59.0748596,1/12/10,12
penguin,-52.4289152,-59.0748596,1/13/10,13
penguin,-51.3077384,-60.2332993,1/5/10,5
penguin,-51.035781,-61.2158203,1/8/10,8
penguin,-51.16,-59.7327778,1/9/10,9
penguin,-52.3755992,-64.1601563,1/7/10,7
penguin,-51.3077384,-60.2332993,1/9/10,9
penguin,-51.035781,-61.2158203,1/8/10,8
penguin,-51.16,-59.7327778,1/9/10,9
penguin,-51.16,-59.7327778,1/9/10,9
penguin,-51.035781,-61.2158203,1/8/10,8
penguin,-51.3077384,-60.2332993,1/9/10,9
penguin,-51.3077384,-60.2332993,1/9/10,9
penguin,-51.2941293,-60.5387878,1/8/10,8
penguin,-51.3077384,-60.2332993,1/9/10,9
penguin,-51.2941293,-60.5387878,1/8/10,8
penguin,-51.3077384,-60.2332993,1/9/10,9
penguin,-51.3077384,-60.2332993,1/9/10,9
penguin,-51.3077384,-60.2332993,1/9/10,9
penguin,-51.2941293,-60.5387878,1/8/10,8
penguin,-51.7504333,-61.2853693,2/28/10,58
penguin,-51.2833936,-59.657135,11/8/10,313
penguin,-51.5292514,-57.755127,11/12/10,317
penguin,-51.2833936,-59.657135,11/9/10,314
penguin,-52.2816019,-58.6120605,11/10/10,315
penguin,-52.2816019,-58.6120605,11/11/10,316
penguin,-51.6919793,-57.8579307,12/26/10,361
penguin,-51.6764021,-57.808401,1/12/11,12
penguin,-51.3482,-57.5663,1/12/11,12
penguin,-51.2941293,-60.5387878,1/9/11,9
penguin,-51.6860412,-57.7632894,1/10/11,10
penguin,-51.2920209,-60.5734023,11/3/11,308
penguin,-51.6957248,-57.8549566,11/4/11,309
penguin,-51.6895772,-57.8954219,11/13/11,318
penguin,-51.2941293,-60.5387878,3/5/12,66
penguin,-51.2941293,-60.5387878,3/5/12,66
penguin,-51.2941293,-60.5387878,3/4/12,65
penguin,-51.3567763,-60.7049777,3/5/12,66
penguin,-51.3188039,-59.5852565,3/7/12,68
penguin,-51.6859881,-57.6235088,3/7/12,68
penguin,-51.3188039,-59.5852565,3/6/12,67
penguin,-51.5107167,-57.7525994,3/8/12,69
penguin,-51.8509886,-58.9447879,5/13/12,135
penguin,-34.9730476,-54.9526691,12/16/09,351
penguin,-34.4060599,-53.7775612,12/13/09,348
penguin,-59.3555961,-64.1601563,2/4/92,34
penguin,-55.8433,-56.3083,1/13/11,13
