COMMON NAME,LATITUDE,LONGITUDE,OBSERVATION DATE,SERIAL DATE,1=Black Kite // 2=Lesser Nighthawk
kite,36.9,-120.3,4/15/04,106,2
kite,36.9,-120.3,5/4/05,126,2
kite,36.9,-120.3,4/10/06,101,2
kite,36.9,-119.8,6/12/08,164,2
kite,37.3,-119.3,5/14/10,136,2
kite,37.4,-119.7,6/7/10,159,2
kite,37.3,-119.4,5/18/12,140,2
kite,37.1,-119.9,6/24/12,176,2
kite,37.3,-120.1,7/10/01,193,2
kite,37.5,-120.3,5/9/05,131,2
kite,37.3,-120.2,5/23/11,145,2
kite,37.5,-120.3,5/26/11,148,2
kite,37.3,-120.2,7/13/11,196,2
kite,37.3,-120.2,7/13/11,196,2
kite,37.3,-120.2,5/2/12,124,2
kite,37.5,-120.2,5/10/12,132,2
kite,37.0,-120.8,6/16/73,168,2
kite,37.0,-120.8,6/16/73,168,2
kite,37.1,-120.7,7/28/76,211,2
kite,37.2,-120.8,5/18/89,140,2
kite,37.2,-120.8,3/22/95,83,2
kite,37.2,-120.8,5/10/03,132,2
kite,37.1,-121.1,5/10/03,132,2
kite,37.2,-120.9,4/16/05,107,2
kite,37.1,-120.9,5/29/08,151,2
kite,37.1,-120.9,7/9/09,192,2
kite,37.2,-120.6,5/5/11,127,2
kite,37.2,-121.0,5/29/11,151,2
kite,37.1,-120.9,6/5/11,157,2
kite,36.9,-120.8,7/4/11,187,2
kite,37.2,-120.9,4/6/12,97,2
kite,37.2,-120.8,5/13/12,135,2
kite,37.3,-120.2,5/2/12,124,2
kite,37.2,-120.7,6/10/12,162,2
kite,37.0,-120.8,6/17/12,169,2
kite,37.9,-119.0,8/10/90,223,2
kite,37.5,-118.4,6/15/98,167,2
kite,37.5,-118.4,8/9/01,222,2
kite,37.5,-118.4,5/31/02,153,2
kite,38.3,-119.2,9/13/02,257,2
kite,38.3,-119.2,9/13/02,257,2
kite,38.3,-119.2,6/6/03,158,2
kite,38.3,-119.2,6/6/03,158,2
kite,37.5,-118.4,8/24/06,237,2
kite,37.5,-118.4,8/24/06,237,2
kite,37.5,-118.4,8/19/07,232,2
kite,37.5,-118.4,8/19/07,232,2
kite,37.5,-118.4,7/26/11,209,2
kite,37.5,-118.4,7/26/11,209,2
kite,38.0,-119.1,8/20/11,233,2
kite,37.5,-118.4,6/14/12,166,2
kite,38.2,-119.3,7/15/12,198,2
kite,38.2,-119.3,7/15/12,198,2
kite,37.5,-118.4,7/2/12,185,2
kite,37.5,-118.4,7/1/12,184,2
kite,35.8,-120.4,5/5/83,127,2
kite,35.8,-120.4,7/17/92,200,2
kite,36.2,-121.0,4/27/96,118,2
kite,36.2,-121.0,4/27/96,118,2
kite,36.2,-121.0,8/24/96,237,2
kite,36.2,-121.0,8/24/96,237,2
kite,36.3,-121.9,6/2/02,154,2
kite,35.9,-120.8,5/8/04,130,2
kite,36.3,-121.9,6/9/06,161,2
kite,36.3,-121.9,6/9/06,161,2
kite,35.8,-120.4,3/29/10,90,2
kite,35.8,-120.4,3/29/10,90,2
kite,35.9,-120.4,5/1/10,123,2
kite,36.2,-121.0,6/13/10,165,2
kite,36.3,-121.0,4/27/12,118,2
kite,36.2,-121.2,4/28/12,119,2
kite,36.3,-121.0,4/27/12,118,2
kite,36.3,-121.0,6/2/12,154,2
kite,36.3,-121.0,6/2/12,154,2
kite,33.6,-117.9,6/5/85,157,2
kite,33.8,-117.8,4/21/93,112,2
kite,33.7,-118.0,8/26/93,239,2
kite,33.7,-117.8,10/3/93,277,2
kite,33.8,-117.8,4/30/95,121,2
kite,33.7,-118.1,7/21/96,204,2
kite,33.7,-118.1,5/23/97,145,2
kite,33.8,-117.8,4/17/98,108,2
kite,33.8,-117.8,4/17/98,108,2
kite,33.8,-117.8,5/2/98,124,2
kite,33.7,-118.0,9/2/00,246,2
kite,33.8,-117.8,6/15/02,167,2
kite,33.8,-117.8,6/15/02,167,2
kite,33.7,-118.0,9/7/03,251,2
kite,33.7,-118.0,5/1/04,123,2
kite,33.6,-117.6,4/21/06,112,2
kite,33.8,-117.7,8/25/06,238,2
kite,33.7,-118.0,9/3/06,247,2
kite,33.8,-117.8,4/28/07,119,2
kite,33.8,-117.8,6/5/07,157,2
kite,33.8,-117.8,3/28/08,89,2
kite,33.8,-117.8,3/24/08,85,2
kite,33.8,-117.8,4/4/08,95,2
kite,33.6,-117.6,4/25/08,116,2
kite,33.8,-117.8,6/17/08,169,2
kite,33.8,-117.8,8/7/08,220,2
kite,33.8,-117.8,6/8/09,160,2
kite,33.8,-117.8,6/8/09,160,2
kite,33.8,-117.8,7/21/09,204,2
kite,33.8,-117.7,7/18/09,201,2
kite,33.8,-117.8,4/24/10,115,2
kite,33.8,-117.8,5/2/10,124,2
kite,33.8,-117.8,5/5/10,127,2
kite,33.8,-117.8,6/12/10,164,2
kite,33.8,-117.8,6/3/10,155,2
kite,33.8,-117.8,7/13/10,196,2
kite,33.8,-117.8,7/17/10,200,2
kite,33.7,-118.0,9/29/10,273,2
kite,33.8,-117.8,4/30/11,121,2
kite,33.8,-117.8,4/30/11,121,2
kite,33.8,-117.8,5/27/11,149,2
kite,33.8,-117.8,6/1/11,153,2
kite,33.8,-117.8,6/2/11,154,2
kite,33.8,-117.8,6/14/11,166,2
kite,33.8,-117.8,6/20/11,172,2
kite,33.8,-117.8,6/30/11,182,2
kite,33.8,-117.8,7/5/11,188,2
kite,33.8,-117.8,7/12/11,195,2
kite,33.8,-117.8,7/31/11,214,2
kite,33.8,-117.8,7/2/11,185,2
kite,33.8,-117.8,7/21/11,204,2
kite,33.7,-118.0,9/4/11,248,2
kite,33.7,-118.0,9/28/11,272,2
kite,33.8,-117.8,4/14/12,105,2
kite,33.8,-117.7,5/12/12,134,2
kite,33.8,-117.8,5/20/12,142,2
kite,33.8,-117.8,5/7/12,129,2
kite,33.8,-117.8,6/25/12,177,2
kite,33.5,-117.7,7/8/12,191,2
kite,33.8,-117.8,7/9/12,192,2
kite,33.7,-118.0,9/18/12,262,2
kite,33.5,-116.0,4/28/71,119,2
kite,33.5,-116.0,5/8/71,130,2
kite,33.5,-116.1,6/24/73,176,2
kite,33.5,-116.1,6/24/73,176,2
kite,33.5,-116.1,7/21/73,204,2
kite,33.5,-116.1,6/17/74,169,2
kite,33.5,-116.0,7/19/74,202,2
kite,33.6,-115.3,4/25/75,116,2
kite,33.5,-116.1,7/22/76,205,2
kite,33.5,-116.1,7/24/76,207,2
kite,33.5,-116.1,4/27/78,118,2
kite,33.5,-116.1,4/29/78,120,2
kite,33.5,-116.1,5/5/79,127,2
kite,33.5,-116.1,9/27/80,271,2
kite,33.5,-116.1,8/2/84,215,2
kite,33.5,-116.0,5/19/85,141,2
kite,34.0,-116.1,8/20/85,233,2
kite,33.5,-116.0,5/22/87,144,2
kite,33.9,-117.6,6/6/87,158,2
kite,34.0,-116.1,5/21/88,143,2
kite,33.5,-116.1,8/5/88,218,2
kite,33.7,-116.0,8/21/88,234,2
kite,34.0,-116.1,8/5/90,218,2
kite,33.5,-117.1,7/28/91,211,2
kite,33.5,-116.1,8/24/91,237,2
kite,33.5,-117.1,8/26/91,239,2
kite,33.4,-116.1,10/15/91,289,2
kite,33.5,-117.1,6/1/92,153,2
kite,33.5,-116.1,7/18/92,201,2
kite,33.5,-117.1,7/26/92,209,2
kite,33.5,-117.1,8/30/92,243,2
kite,33.5,-117.1,4/11/93,102,2
kite,33.5,-116.1,5/23/93,145,2
kite,33.5,-116.0,5/8/93,130,2
kite,33.5,-116.1,6/18/93,170,2
kite,33.5,-116.1,7/10/93,193,2
kite,33.5,-116.1,7/3/93,186,2
kite,33.5,-117.1,7/25/93,208,2
kite,33.5,-116.0,8/7/93,220,2
kite,33.5,-117.1,9/27/93,271,2
kite,34.0,-116.1,4/27/94,118,2
kite,33.5,-117.1,4/3/94,94,2
kite,33.8,-116.3,5/7/94,129,2
kite,33.5,-116.1,6/18/94,170,2
kite,33.5,-116.1,7/17/94,200,2
kite,33.5,-116.1,8/21/94,234,2
kite,33.9,-114.5,4/14/95,105,2
kite,33.6,-116.1,7/22/95,205,2
kite,33.5,-116.1,8/6/95,219,2
kite,33.6,-116.1,8/6/95,219,2
kite,33.5,-116.1,3/30/96,91,2
kite,33.6,-116.1,3/30/96,91,2
kite,33.7,-115.4,4/21/96,112,2
kite,33.5,-116.1,5/27/96,149,2
kite,33.6,-116.1,6/2/96,154,2
kite,33.5,-116.1,8/10/96,223,2
kite,33.5,-116.1,5/4/97,126,2
kite,33.5,-116.1,5/4/97,126,2
kite,33.6,-115.3,5/17/97,139,2
kite,33.7,-116.4,5/2/98,124,2
kite,33.5,-116.1,7/6/98,189,2
kite,33.5,-116.1,7/11/98,194,2
kite,33.5,-116.1,8/4/98,217,2
kite,33.5,-116.0,5/22/99,144,2
kite,33.7,-115.8,6/13/99,165,2
kite,33.6,-116.1,6/5/99,157,2
kite,33.5,-116.1,6/5/99,157,2
kite,33.6,-116.1,7/3/99,186,2
kite,33.7,-116.1,5/10/00,132,2
kite,33.5,-116.0,7/3/00,186,2
kite,33.5,-116.0,7/29/00,212,2
kite,33.5,-116.1,8/8/00,221,2
kite,33.5,-116.1,6/30/01,182,2
kite,33.5,-116.1,7/12/01,195,2
kite,33.5,-116.1,5/4/03,126,2
kite,33.6,-114.6,5/17/03,139,2
kite,33.5,-116.1,5/3/03,125,2
kite,33.5,-116.1,5/25/03,147,2
kite,33.6,-114.6,5/17/03,139,2
kite,33.6,-116.1,5/25/03,147,2
kite,33.6,-116.1,5/3/03,125,2
kite,33.9,-117.1,6/21/03,173,2
kite,33.6,-116.1,6/22/03,174,2
kite,33.5,-116.1,7/5/03,188,2
kite,33.6,-116.1,7/5/03,188,2
kite,33.8,-114.8,4/11/04,102,2
kite,34.0,-114.6,5/3/04,125,2
kite,33.5,-116.1,5/28/04,150,2
kite,33.7,-116.2,6/1/04,153,2
kite,33.9,-117.1,7/1/04,184,2
kite,33.7,-114.5,9/14/04,258,2
kite,33.5,-116.1,5/14/05,136,2
kite,33.5,-116.1,5/21/05,143,2
kite,33.6,-116.1,5/14/05,136,2
kite,33.5,-116.1,5/21/05,143,2
kite,33.5,-116.1,7/3/05,186,2
kite,33.6,-114.6,7/3/05,186,2
kite,33.7,-114.5,7/9/05,192,2
kite,33.6,-116.1,7/3/05,186,2
kite,33.7,-115.8,8/12/05,225,2
kite,33.5,-116.1,8/3/05,216,2
kite,34.0,-114.6,4/23/06,114,2
kite,34.0,-114.6,4/22/06,113,2
kite,33.5,-116.1,5/28/06,150,2
kite,33.7,-115.4,5/28/06,150,2
kite,33.7,-115.4,5/28/06,150,2
kite,33.5,-116.1,5/28/06,150,2
kite,33.7,-114.5,5/2/06,124,2
kite,33.5,-116.0,6/12/06,164,2
kite,33.6,-116.4,6/3/06,155,2
kite,33.7,-115.8,6/16/06,168,2
kite,33.5,-116.0,8/7/06,220,2
kite,33.5,-116.1,8/6/06,219,2
kite,33.5,-116.1,8/5/06,218,2
kite,33.6,-116.1,8/6/06,219,2
kite,33.6,-116.1,8/5/06,218,2
kite,33.5,-116.1,8/6/06,219,2
kite,33.5,-116.0,8/7/06,220,2
kite,33.5,-116.0,8/7/06,220,2
kite,33.5,-116.0,8/7/06,220,2
kite,33.6,-116.1,8/19/06,232,2
kite,33.6,-116.1,8/20/06,233,2
kite,33.5,-116.1,8/5/06,218,2
kite,33.5,-116.1,8/5/06,218,2
kite,33.5,-116.0,8/7/06,220,2
kite,33.5,-116.0,10/6/06,280,2
kite,33.5,-116.0,10/6/06,280,2
kite,33.5,-116.1,10/6/06,280,2
kite,34.1,-114.6,4/30/07,121,2
kite,33.7,-116.0,4/24/07,115,2
kite,33.8,-116.7,4/5/07,96,2
kite,33.5,-115.9,4/21/07,112,2
kite,33.6,-114.6,4/18/07,109,2
kite,33.4,-116.7,5/16/07,138,2
kite,33.6,-116.1,6/2/07,154,2
kite,33.5,-116.0,6/3/07,155,2
kite,33.9,-117.1,8/27/07,240,2
kite,33.9,-117.1,8/26/07,239,2
kite,34.0,-116.7,4/22/08,113,2
kite,33.5,-116.0,4/19/08,110,2
kite,33.7,-115.8,4/25/08,116,2
kite,33.8,-114.8,4/29/08,120,2
kite,33.6,-115.5,5/2/08,124,2
kite,33.6,-115.6,5/3/08,125,2
kite,33.5,-116.1,7/26/08,209,2
kite,33.7,-116.9,7/22/08,205,2
kite,33.5,-116.1,8/5/08,218,2
kite,33.5,-116.1,8/5/08,218,2
kite,33.8,-114.7,4/9/09,100,2
kite,33.8,-115.8,4/14/09,105,2
kite,33.5,-114.6,5/3/09,125,2
kite,33.5,-115.9,5/13/09,135,2
kite,33.4,-115.8,5/17/09,139,2
kite,33.5,-116.0,6/14/09,166,2
kite,33.5,-116.0,6/7/09,159,2
kite,33.5,-116.0,7/5/09,188,2
kite,33.5,-116.0,7/18/09,201,2
kite,33.5,-116.0,8/9/09,222,2
kite,33.5,-116.1,8/15/09,228,2
kite,33.5,-115.9,8/16/09,229,2
kite,33.7,-115.4,4/6/10,97,2
kite,33.7,-114.5,4/28/10,119,2
kite,33.5,-116.1,5/2/10,124,2
kite,33.7,-115.7,6/12/10,164,2
kite,33.7,-114.5,7/14/10,197,2
kite,33.7,-114.5,7/27/10,210,2
kite,33.5,-116.1,7/31/10,214,2
kite,33.5,-116.1,7/31/10,214,2
kite,33.7,-114.5,7/27/10,210,2
kite,33.7,-114.5,7/14/10,197,2
kite,33.8,-116.5,7/7/10,190,2
kite,33.5,-115.9,7/21/10,204,2
kite,33.5,-115.9,8/7/10,220,2
kite,33.7,-114.5,8/11/10,224,2
kite,33.6,-114.5,8/4/10,217,2
kite,33.7,-114.5,8/6/10,219,2
kite,33.7,-114.5,8/11/10,224,2
kite,33.6,-114.5,8/4/10,217,2
kite,33.6,-114.6,8/5/10,218,2
kite,33.7,-114.5,8/6/10,219,2
kite,33.7,-117.3,9/10/10,254,2
kite,33.7,-114.5,9/26/10,270,2
kite,33.5,-115.9,3/28/11,89,2
kite,33.8,-116.5,3/16/11,77,2
kite,33.5,-116.1,4/23/11,114,2
kite,33.5,-116.1,4/23/11,114,2
kite,33.5,-116.1,4/23/11,114,2
kite,33.5,-116.1,4/23/11,114,2
kite,33.5,-116.1,4/23/11,114,2
kite,33.4,-116.0,4/22/11,113,2
kite,33.4,-116.0,4/22/11,113,2
kite,34.0,-116.1,4/28/11,119,2
kite,33.9,-117.1,4/6/11,97,2
kite,33.7,-114.5,4/14/11,105,2
kite,33.5,-116.1,4/22/11,113,2
kite,33.5,-116.1,4/22/11,113,2
kite,33.7,-114.5,4/14/11,105,2
kite,33.5,-116.0,5/4/11,126,2
kite,33.5,-116.0,5/5/11,127,2
kite,33.5,-115.9,5/2/11,124,2
kite,33.7,-114.5,5/14/11,136,2
kite,33.7,-114.5,5/14/11,136,2
kite,33.7,-117.3,5/11/11,133,2
kite,33.5,-115.9,5/17/11,139,2
kite,33.7,-114.5,5/13/11,135,2
kite,33.7,-114.5,5/13/11,135,2
kite,33.4,-115.8,5/19/11,141,2
kite,33.5,-116.1,5/19/11,141,2
kite,33.4,-115.8,5/22/11,144,2
kite,33.5,-116.0,5/22/11,144,2
kite,33.7,-114.5,5/29/11,151,2
kite,33.5,-115.9,6/19/11,171,2
kite,34.0,-116.1,6/14/11,166,2
kite,33.8,-115.8,7/9/11,192,2
kite,33.7,-114.5,7/18/11,201,2
kite,33.5,-115.9,7/16/11,199,2
kite,33.7,-114.5,7/19/11,202,2
kite,33.5,-115.9,7/16/11,199,2
kite,33.5,-114.7,7/25/11,208,2
kite,33.5,-114.7,7/25/11,208,2
kite,33.6,-117.0,7/24/11,207,2
kite,33.4,-116.0,7/23/11,206,2
kite,33.5,-114.7,7/25/11,208,2
kite,33.5,-116.0,7/24/11,207,2
kite,33.5,-114.7,7/25/11,208,2
kite,33.5,-116.0,7/24/11,207,2
kite,33.4,-116.0,7/23/11,206,2
kite,33.7,-114.5,7/30/11,213,2
kite,33.7,-114.5,7/14/11,197,2
kite,33.7,-114.5,7/14/11,197,2
kite,33.7,-114.5,7/15/11,198,2
kite,33.7,-114.5,7/15/11,198,2
kite,33.7,-114.5,7/16/11,199,2
kite,33.7,-114.5,7/16/11,199,2
kite,33.7,-114.5,7/22/11,205,2
kite,33.7,-114.5,7/22/11,205,2
kite,33.7,-114.5,7/20/11,203,2
kite,33.7,-114.5,7/22/11,205,2
kite,33.7,-114.5,7/22/11,205,2
kite,33.7,-114.5,7/20/11,203,2
kite,33.4,-116.0,7/3/11,186,2
kite,33.4,-116.0,7/3/11,186,2
kite,33.4,-116.0,7/3/11,186,2
kite,33.7,-114.5,8/4/11,217,2
kite,33.7,-114.5,8/10/11,223,2
kite,33.6,-114.6,8/2/11,215,2
kite,33.7,-114.5,8/4/11,217,2
kite,33.7,-117.3,8/12/11,225,2
kite,33.6,-117.0,8/14/11,227,2
kite,33.5,-115.9,8/13/11,226,2
kite,33.7,-117.3,8/12/11,225,2
kite,33.7,-116.0,9/3/11,247,2
kite,33.7,-116.0,9/3/11,247,2
kite,33.9,-117.1,10/16/11,290,2
kite,33.9,-117.1,10/16/11,290,2
kite,33.9,-117.1,10/15/11,289,2
kite,33.6,-114.6,10/7/11,281,2
kite,33.9,-117.1,10/10/11,284,2
kite,33.9,-117.1,10/10/11,284,2
kite,33.9,-117.1,10/9/11,283,2
kite,33.8,-116.5,4/4/12,95,2
kite,33.7,-115.7,4/7/12,98,2
kite,33.5,-114.9,4/23/12,114,2
kite,33.7,-114.5,4/23/12,114,2
kite,34.0,-114.4,4/26/12,117,2
kite,33.8,-116.5,4/5/12,96,2
kite,33.5,-115.9,4/14/12,105,2
kite,33.7,-115.4,4/20/12,111,2
kite,33.7,-114.5,4/24/12,115,2
kite,33.5,-114.9,4/24/12,115,2
kite,33.7,-114.5,4/24/12,115,2
kite,33.7,-114.5,4/24/12,115,2
kite,33.7,-114.5,4/27/12,118,2
kite,33.8,-114.8,4/27/12,118,2
kite,33.8,-114.8,4/27/12,118,2
kite,34.0,-114.4,4/26/12,117,2
kite,33.7,-114.5,4/27/12,118,2
kite,33.7,-114.5,4/24/12,115,2
kite,33.5,-115.9,5/4/12,126,2
kite,33.5,-114.9,5/8/12,130,2
kite,33.5,-114.6,5/11/12,133,2
kite,33.5,-114.6,5/11/12,133,2
kite,33.7,-114.5,5/16/12,138,2
kite,33.7,-114.5,5/16/12,138,2
kite,33.7,-114.5,5/16/12,138,2
kite,33.5,-114.7,5/17/12,139,2
kite,33.7,-114.5,5/20/12,142,2
kite,33.7,-116.3,5/8/12,130,2
kite,33.5,-116.0,5/6/12,128,2
kite,33.7,-116.3,5/8/12,130,2
kite,33.5,-115.9,5/4/12,126,2
kite,33.6,-114.8,5/10/12,132,2
kite,33.5,-114.6,5/7/12,129,2
kite,33.4,-116.0,5/12/12,134,2
kite,33.4,-116.0,5/12/12,134,2
kite,33.6,-115.8,5/19/12,141,2
kite,33.4,-115.8,5/6/12,128,2
kite,33.6,-114.8,5/31/12,153,2
kite,33.7,-114.6,6/23/12,175,2
kite,33.7,-114.5,6/23/12,175,2
kite,33.6,-117.0,6/30/12,182,2
kite,33.6,-117.0,7/20/12,203,2
kite,33.5,-116.0,7/21/12,204,2
kite,33.5,-116.0,7/21/12,204,2
kite,34.0,-117.3,7/3/12,186,2
kite,33.6,-117.0,7/5/12,188,2
kite,33.7,-114.5,7/26/12,209,2
kite,33.7,-114.5,7/28/12,211,2
kite,33.7,-114.5,7/28/12,211,2
kite,33.7,-115.7,7/22/12,205,2
kite,33.7,-114.5,7/30/12,213,2
kite,33.7,-114.5,8/5/12,218,2
kite,33.7,-114.5,8/4/12,217,2
kite,33.9,-116.7,8/1/12,214,2
kite,33.7,-114.5,8/4/12,217,2
kite,33.7,-114.6,8/4/12,217,2
kite,33.7,-114.5,8/5/12,218,2
kite,33.7,-114.6,8/4/12,217,2
kite,33.5,-116.0,8/11/12,224,2
kite,33.7,-114.5,8/2/12,215,2
kite,33.7,-114.5,8/1/12,214,2
kite,33.4,-117.2,8/3/12,216,2
kite,33.7,-114.5,8/4/12,217,2
kite,33.7,-114.5,8/4/12,217,2
kite,33.7,-116.2,8/4/12,217,2
kite,33.7,-116.0,8/18/12,231,2
kite,33.5,-116.0,8/11/12,224,2
kite,33.5,-114.9,8/22/12,235,2
kite,33.7,-114.5,8/22/12,235,2
kite,33.7,-114.5,8/21/12,234,2
kite,33.7,-116.0,9/2/12,246,2
kite,33.6,-114.8,9/4/12,248,2
kite,33.7,-116.0,9/2/12,246,2
kite,38.4,-121.1,5/12/94,134,2
kite,38.4,-121.1,5/24/00,146,2
kite,38.4,-121.0,5/26/02,148,2
kite,38.4,-121.1,5/27/05,149,2
kite,38.4,-121.1,5/25/05,147,2
kite,38.4,-121.1,5/25/05,147,2
kite,38.4,-121.1,6/17/05,169,2
kite,38.4,-121.1,6/29/05,181,2
kite,38.5,-121.1,7/30/06,213,2
kite,38.4,-121.1,5/29/07,151,2
kite,38.3,-121.1,6/14/07,166,2
kite,38.4,-121.1,6/21/08,173,2
kite,38.4,-121.1,5/11/09,133,2
kite,38.4,-121.1,5/23/09,145,2
kite,38.4,-121.1,5/2/09,124,2
kite,38.4,-121.1,6/14/09,166,2
kite,38.4,-121.1,6/19/09,171,2
kite,38.3,-121.4,9/20/09,264,2
kite,38.4,-121.1,5/28/10,150,2
kite,38.5,-121.2,5/28/10,150,2
kite,38.5,-121.1,6/18/10,170,2
kite,38.4,-121.1,6/20/10,172,2
kite,38.4,-121.1,6/20/10,172,2
kite,38.4,-121.1,6/14/10,166,2
kite,38.4,-121.1,6/3/10,155,2
kite,38.4,-121.1,6/3/10,155,2
kite,38.4,-121.1,6/13/10,165,2
kite,38.4,-121.1,7/2/10,185,2
kite,38.4,-121.1,7/4/10,187,2
kite,38.4,-121.1,7/5/10,188,2
kite,38.4,-121.1,7/23/10,206,2
kite,38.4,-121.1,8/6/10,219,2
kite,38.3,-121.2,8/8/10,221,2
kite,38.3,-121.2,8/8/10,221,2
kite,38.4,-121.1,8/6/10,219,2
kite,38.6,-121.4,4/25/11,116,2
kite,38.4,-121.1,4/23/11,114,2
kite,38.4,-121.1,5/12/11,134,2
kite,38.4,-121.1,5/30/11,152,2
kite,38.4,-121.1,6/11/11,163,2
kite,38.4,-121.1,6/17/11,169,2
kite,38.4,-121.1,6/17/11,169,2
kite,38.4,-121.1,6/17/11,169,2
kite,38.4,-121.1,7/10/11,193,2
kite,38.4,-121.1,7/10/11,193,2
kite,38.6,-121.4,7/10/11,193,2
kite,38.4,-121.1,7/1/11,184,2
kite,38.4,-121.1,8/6/11,219,2
kite,38.4,-121.1,4/14/12,105,2
kite,38.5,-121.0,5/25/12,147,2
kite,38.4,-121.1,5/26/12,148,2
kite,38.4,-121.1,5/26/12,148,2
kite,38.4,-121.1,5/26/12,148,2
kite,38.6,-121.3,5/7/12,129,2
kite,38.4,-121.1,5/8/12,130,2
kite,38.4,-121.1,5/15/12,137,2
kite,38.4,-121.1,6/8/12,160,2
kite,38.4,-121.1,6/12/12,164,2
kite,38.4,-121.1,6/12/12,164,2
kite,38.4,-121.1,6/2/12,154,2
kite,38.4,-121.1,6/30/12,182,2
kite,38.5,-121.0,6/30/12,182,2
kite,38.5,-121.1,6/30/12,182,2
kite,38.4,-121.1,6/28/12,180,2
kite,38.3,-121.3,6/25/12,177,2
kite,38.5,-121.0,10/8/12,282,2
kite,38.5,-121.0,10/8/12,282,2
kite,36.3,-121.0,4/27/96,118,2
kite,36.3,-121.0,4/27/96,118,2
kite,36.6,-120.9,7/6/96,189,2
kite,36.3,-121.0,8/24/96,237,2
kite,36.3,-121.0,8/24/96,237,2
kite,36.3,-121.0,6/10/03,162,2
kite,36.3,-121.0,7/23/03,206,2
kite,36.3,-121.0,7/12/06,195,2
kite,36.6,-120.8,4/27/11,118,2
kite,36.6,-120.8,4/29/11,120,2
kite,36.6,-120.8,4/29/11,120,2
kite,36.5,-121.2,5/26/11,148,2
kite,36.5,-121.1,6/16/12,168,2
kite,34.1,-116.0,6/20/64,172,2
kite,35.7,-116.4,5/30/71,152,2
kite,34.1,-116.6,5/9/71,131,2
kite,34.2,-114.3,5/12/74,134,2
kite,34.9,-114.8,4/6/76,97,2
kite,34.9,-114.6,4/10/76,101,2
kite,35.3,-116.1,5/14/76,136,2
kite,35.2,-115.6,5/5/76,127,2
kite,35.2,-115.6,7/20/76,203,2
kite,34.9,-114.6,4/29/77,120,2
kite,34.9,-114.8,5/24/77,146,2
kite,35.0,-115.7,5/23/77,145,2
kite,35.1,-115.0,6/23/77,175,2
kite,35.1,-115.4,5/25/78,147,2
kite,35.1,-115.0,5/20/79,142,2
kite,35.1,-116.1,5/23/82,145,2
kite,34.3,-114.1,6/24/90,176,2
kite,34.3,-116.9,4/1/91,92,2
kite,34.9,-114.6,7/11/92,194,2
kite,34.2,-117.0,8/12/92,225,2
kite,34.2,-117.0,8/12/92,225,2
kite,35.0,-115.1,5/28/93,150,2
kite,35.2,-115.3,5/15/93,137,2
kite,35.3,-116.1,6/1/93,153,2
kite,35.3,-116.1,10/23/93,297,2
kite,35.0,-114.7,4/15/95,106,2
kite,34.1,-114.4,5/28/95,150,2
kite,35.1,-115.0,5/29/95,151,2
kite,34.4,-114.7,5/29/95,151,2
kite,34.4,-114.7,5/29/95,151,2
kite,35.3,-116.1,5/24/96,146,2
kite,34.1,-114.4,5/27/96,149,2
kite,34.1,-114.4,5/26/96,148,2
kite,34.1,-114.4,5/26/96,148,2
kite,35.3,-116.7,6/19/96,171,2
kite,34.2,-117.5,6/25/99,177,2
kite,34.9,-116.6,5/27/00,149,2
kite,35.3,-116.1,10/3/00,277,2
kite,34.7,-117.4,6/23/01,175,2
kite,34.8,-114.6,4/13/02,104,2
kite,35.2,-115.6,5/25/02,147,2
kite,35.0,-116.4,7/5/02,188,2
kite,34.5,-114.4,4/4/03,95,2
kite,34.5,-114.5,4/13/03,104,2
kite,34.5,-114.4,4/17/03,108,2
kite,34.5,-114.5,4/18/03,109,2
kite,34.3,-114.2,4/22/03,113,2
kite,34.3,-114.2,4/23/03,114,2
kite,34.4,-114.3,4/25/03,116,2
kite,34.5,-114.5,4/27/03,118,2
kite,34.5,-114.5,4/6/03,97,2
kite,34.5,-114.5,4/19/03,110,2
kite,34.5,-114.4,4/26/03,117,2
kite,34.9,-114.6,5/28/03,150,2
kite,34.9,-117.0,5/28/03,150,2
kite,35.0,-117.3,7/27/03,210,2
kite,34.5,-117.3,7/5/03,188,2
kite,34.5,-114.5,4/22/04,113,2
kite,34.1,-114.5,4/19/04,110,2
kite,34.5,-114.5,4/23/04,114,2
kite,34.4,-114.6,5/15/04,137,2
kite,34.4,-114.6,5/6/04,128,2
kite,35.1,-116.1,5/1/04,123,2
kite,34.7,-117.4,6/5/04,157,2
kite,35.2,-115.6,6/11/04,163,2
kite,35.3,-117.6,6/27/04,179,2
kite,34.9,-117.0,8/15/04,228,2
kite,34.9,-117.0,8/15/04,228,2
kite,34.3,-114.2,4/7/05,98,2
kite,34.5,-114.5,4/21/05,112,2
kite,35.5,-115.6,5/29/05,151,2
kite,34.1,-116.6,6/5/05,157,2
kite,34.5,-114.5,4/26/06,117,2
kite,35.2,-115.6,4/15/06,106,2
kite,34.9,-116.9,4/9/06,100,2
kite,34.4,-114.6,5/15/06,137,2
kite,34.4,-114.6,5/18/06,140,2
kite,34.4,-114.6,5/22/06,144,2
kite,34.4,-114.6,5/25/06,147,2
kite,34.4,-114.6,5/2/06,124,2
kite,35.2,-115.6,5/28/06,150,2
kite,34.6,-117.4,8/8/06,221,2
kite,34.9,-117.0,9/26/06,270,2
kite,34.1,-114.5,4/7/07,98,2
kite,34.2,-117.2,4/11/07,102,2
